customer_id,past_complaint,had_complaint,complaint_status,feedback
22979,No,0,Not Applicable,Poor Product Quality
22980,Yes,1,Solved,Poor Website
22981,No,0,Not Applicable,Poor Customer Service
22982,Yes,1,Unsolved,No reason specified
22983,Yes,1,Solved in Follow-up,Poor Product Quality
22984,No,0,Not Applicable,No reason specified
22985,No,0,Not Applicable,No reason specified
22986,Yes,1,Solved,Poor Customer Service
22987,No,0,Not Applicable,Poor Website
22988,No,0,Not Applicable,Poor Product Quality
22989,Yes,1,Solved,Poor Product Quality
22990,Yes,1,No Information Available,Too many ads
22991,Yes,1,Solved in Follow-up,Too many ads
22992,Yes,1,Unsolved,Poor Website
22993,Yes,1,Solved,Quality Customer Care
22994,Yes,1,Unsolved,Too many ads
22995,No,0,Not Applicable,Poor Customer Service
22996,Yes,1,No Information Available,Quality Customer Care
22997,No,0,Not Applicable,Poor Website
22998,Yes,1,Solved in Follow-up,Products always in Stock
22999,Yes,1,Solved,Poor Product Quality
23000,No,0,Not Applicable,Too many ads
23001,No,0,Not Applicable,Products always in Stock
23002,Yes,1,No Information Available,Quality Customer Care
23003,No,0,Not Applicable,Poor Product Quality
23004,Yes,1,Solved,Too many ads
23005,No,0,Not Applicable,No reason specified
23006,No,0,Not Applicable,Poor Product Quality
23007,No,0,Not Applicable,Poor Product Quality
23008,No,0,Not Applicable,Poor Product Quality
23009,Yes,1,No Information Available,No reason specified
23010,No,0,Not Applicable,Too many ads
23011,No,0,Not Applicable,Poor Customer Service
23012,No,0,Not Applicable,Poor Product Quality
23013,No,0,Not Applicable,No reason specified
23014,No,0,Not Applicable,Products always in Stock
23015,Yes,1,No Information Available,Poor Website
23016,No,0,Not Applicable,Quality Customer Care
23017,Yes,1,Solved,User Friendly Website
23018,Yes,1,Solved,Products always in Stock
23019,Yes,1,Solved in Follow-up,No reason specified
23020,Yes,1,Solved in Follow-up,Poor Customer Service
23021,Yes,1,Unsolved,Poor Website
23022,Yes,1,Unsolved,Poor Product Quality
23023,No,0,Not Applicable,No reason specified
23024,No,0,Not Applicable,Poor Customer Service
23025,No,0,Not Applicable,Poor Website
23026,No,0,Not Applicable,Poor Customer Service
23027,Yes,1,Unsolved,Poor Website
23028,No,0,Not Applicable,Poor Customer Service
23029,Yes,1,Unsolved,Poor Customer Service
23030,Yes,1,Unsolved,Poor Product Quality
23031,No,0,Not Applicable,Poor Product Quality
23032,Yes,1,Solved in Follow-up,Poor Website
23033,Yes,1,No Information Available,Poor Customer Service
23034,Yes,1,Solved,Poor Product Quality
23035,No,0,Not Applicable,Poor Website
23036,No,0,Not Applicable,Reasonable Price
23037,No,0,Not Applicable,User Friendly Website
23038,No,0,Not Applicable,Poor Website
23039,No,0,Not Applicable,User Friendly Website
23040,No,0,Not Applicable,Poor Website
23041,Yes,1,Solved in Follow-up,Products always in Stock
23042,No,0,Not Applicable,Too many ads
23043,Yes,1,Solved in Follow-up,No reason specified
23044,No,0,Not Applicable,Products always in Stock
23045,No,0,Not Applicable,Poor Product Quality
23046,No,0,Not Applicable,No reason specified
23047,Yes,1,Solved in Follow-up,Poor Product Quality
23048,No,0,Not Applicable,Too many ads
23049,Yes,1,Solved in Follow-up,Poor Website
23050,Yes,1,Solved,Too many ads
23051,No,0,Not Applicable,Poor Website
23052,No,0,Not Applicable,No reason specified
23053,No,0,Not Applicable,Poor Website
23054,Yes,1,Unsolved,Quality Customer Care
23055,No,0,Not Applicable,Poor Website
23056,No,0,Not Applicable,Poor Customer Service
23057,Yes,1,Solved in Follow-up,Poor Customer Service
23058,Yes,1,No Information Available,Poor Website
23059,Yes,1,Solved in Follow-up,Poor Customer Service
23060,Yes,1,Unsolved,Poor Customer Service
23061,No,0,Not Applicable,Quality Customer Care
23062,Yes,1,No Information Available,Reasonable Price
23063,Yes,1,No Information Available,Too many ads
23064,No,0,Not Applicable,Poor Website
23065,No,0,Not Applicable,Poor Website
23066,Yes,1,No Information Available,No reason specified
23067,Yes,1,Solved in Follow-up,Poor Customer Service
23068,No,0,Not Applicable,Poor Customer Service
23069,Yes,1,Solved,Poor Product Quality
23070,No,0,Not Applicable,Quality Customer Care
23071,Yes,1,Unsolved,User Friendly Website
23072,No,0,Not Applicable,User Friendly Website
23073,Yes,1,Solved in Follow-up,Poor Website
23074,No,0,Not Applicable,Quality Customer Care
23075,Yes,1,Solved in Follow-up,Poor Website
23076,Yes,1,No Information Available,No reason specified
23077,No,0,Not Applicable,Poor Product Quality
23078,Yes,1,Solved in Follow-up,No reason specified
23079,Yes,1,No Information Available,Too many ads
23080,Yes,1,No Information Available,Too many ads
23081,Yes,1,No Information Available,User Friendly Website
23082,Yes,1,No Information Available,Too many ads
23083,Yes,1,Unsolved,Poor Product Quality
23084,Yes,1,No Information Available,Too many ads
23085,No,0,Not Applicable,Reasonable Price
23086,Yes,1,Unsolved,Reasonable Price
23087,No,0,Not Applicable,Poor Customer Service
23088,Yes,1,Unsolved,Poor Product Quality
23089,No,0,Not Applicable,Too many ads
23090,No,0,Not Applicable,Too many ads
23091,No,0,Not Applicable,No reason specified
23092,Yes,1,No Information Available,Products always in Stock
23093,No,0,Not Applicable,Quality Customer Care
23094,Yes,1,No Information Available,No reason specified
23095,No,0,Not Applicable,User Friendly Website
23096,Yes,1,Solved,Products always in Stock
23097,No,0,Not Applicable,No reason specified
23098,No,0,Not Applicable,Poor Product Quality
23099,No,0,Not Applicable,No reason specified
23100,No,0,Not Applicable,Poor Website
23101,Yes,1,Solved in Follow-up,Poor Customer Service
23102,Yes,1,No Information Available,No reason specified
23103,No,0,Not Applicable,No reason specified
23104,No,0,Not Applicable,No reason specified
23105,No,0,Not Applicable,Poor Website
23106,Yes,1,Solved,Poor Customer Service
23107,No,0,Not Applicable,Poor Website
23108,Yes,1,Solved in Follow-up,Poor Customer Service
23109,Yes,1,Solved,No reason specified
23110,Yes,1,No Information Available,Poor Website
23111,No,0,Not Applicable,Poor Website
23112,Yes,1,Solved,Reasonable Price
23113,No,0,Not Applicable,Poor Product Quality
23114,No,0,Not Applicable,Too many ads
23115,No,0,Not Applicable,No reason specified
23116,Yes,1,Unsolved,Poor Customer Service
23117,Yes,1,Solved,Poor Website
23118,Yes,1,Solved in Follow-up,Poor Product Quality
23119,No,0,Not Applicable,Poor Product Quality
23120,No,0,Not Applicable,Poor Customer Service
23121,Yes,1,No Information Available,Poor Customer Service
23122,No,0,Not Applicable,Poor Website
23123,Yes,1,Solved,No reason specified
23124,Yes,1,No Information Available,Poor Customer Service
23125,Yes,1,Unsolved,No reason specified
23126,No,0,Not Applicable,Poor Customer Service
23127,No,0,Not Applicable,Poor Product Quality
23128,No,0,Not Applicable,Poor Product Quality
23129,Yes,1,No Information Available,Poor Customer Service
23130,No,0,Not Applicable,No reason specified
23131,Yes,1,Unsolved,Poor Product Quality
23132,Yes,1,No Information Available,Poor Website
23133,No,0,Not Applicable,Poor Product Quality
23134,Yes,1,Solved,Poor Website
23135,Yes,1,Unsolved,Too many ads
23136,No,0,Not Applicable,Poor Product Quality
23137,Yes,1,No Information Available,Products always in Stock
23138,Yes,1,Unsolved,Poor Website
23139,No,0,Not Applicable,Too many ads
23140,Yes,1,Unsolved,Poor Product Quality
23141,Yes,1,Unsolved,Poor Customer Service
23142,No,0,Not Applicable,No reason specified
23143,Yes,1,Unsolved,Poor Website
23144,Yes,1,No Information Available,No reason specified
23145,No,0,Not Applicable,No reason specified
23146,No,0,Not Applicable,Products always in Stock
23147,No,0,Not Applicable,Poor Product Quality
23148,No,0,Not Applicable,Products always in Stock
23149,Yes,1,No Information Available,Too many ads
23150,No,0,Not Applicable,No reason specified
23151,Yes,1,No Information Available,Poor Website
23152,Yes,1,Unsolved,Too many ads
23153,Yes,1,Solved in Follow-up,Poor Customer Service
23154,Yes,1,Solved,No reason specified
23155,Yes,1,Unsolved,User Friendly Website
23156,No,0,Not Applicable,Poor Website
23157,No,0,Not Applicable,Poor Product Quality
23158,No,0,Not Applicable,Reasonable Price
23159,Yes,1,Solved,Reasonable Price
23160,No,0,Not Applicable,No reason specified
23161,Yes,1,Solved,No reason specified
23162,Yes,1,Unsolved,Too many ads
23163,Yes,1,Unsolved,No reason specified
23164,No,0,Not Applicable,Too many ads
23165,Yes,1,Solved,No reason specified
23166,No,0,Not Applicable,Reasonable Price
23167,No,0,Not Applicable,No reason specified
23168,No,0,Not Applicable,No reason specified
23169,No,0,Not Applicable,Too many ads
23170,No,0,Not Applicable,Poor Product Quality
23171,No,0,Not Applicable,No reason specified
23172,Yes,1,Solved in Follow-up,Poor Customer Service
23173,No,0,Not Applicable,Poor Product Quality
23174,No,0,Not Applicable,No reason specified
23175,No,0,Not Applicable,Poor Customer Service
23176,Yes,1,No Information Available,Too many ads
23177,No,0,Not Applicable,Poor Product Quality
23178,No,0,Not Applicable,Poor Product Quality
23179,No,0,Not Applicable,Too many ads
23180,No,0,Not Applicable,User Friendly Website
23181,Yes,1,Solved in Follow-up,Poor Customer Service
23182,No,0,Not Applicable,Poor Product Quality
23183,Yes,1,Solved in Follow-up,Too many ads
23184,No,0,Not Applicable,Products always in Stock
23185,Yes,1,Unsolved,Poor Product Quality
23186,Yes,1,Unsolved,Poor Website
23187,No,0,Not Applicable,Too many ads
23188,No,0,Not Applicable,Poor Customer Service
23189,No,0,Not Applicable,Poor Customer Service
23190,No,0,Not Applicable,Poor Website
23191,Yes,1,No Information Available,Poor Product Quality
23192,No,0,Not Applicable,Poor Website
23193,No,0,Not Applicable,Poor Website
23194,Yes,1,Solved in Follow-up,Quality Customer Care
23195,Yes,1,Unsolved,Poor Product Quality
23196,Yes,1,Solved,No reason specified
23197,No,0,Not Applicable,Reasonable Price
23198,No,0,Not Applicable,No reason specified
23199,Yes,1,Unsolved,Poor Website
23200,Yes,1,Unsolved,No reason specified
23201,No,0,Not Applicable,Quality Customer Care
23202,No,0,Not Applicable,No reason specified
23203,Yes,1,Solved,No reason specified
23204,No,0,Not Applicable,Poor Website
23205,No,0,Not Applicable,Poor Product Quality
23206,Yes,1,Unsolved,Poor Customer Service
23207,No,0,Not Applicable,Poor Product Quality
23208,No,0,Not Applicable,Poor Website
23209,Yes,1,Unsolved,Quality Customer Care
23210,Yes,1,Solved in Follow-up,No reason specified
23211,Yes,1,Solved in Follow-up,Poor Website
23212,No,0,Not Applicable,Quality Customer Care
23213,Yes,1,Solved in Follow-up,Poor Website
23214,Yes,1,Solved in Follow-up,Poor Customer Service
23215,Yes,1,Unsolved,Too many ads
23216,Yes,1,Unsolved,Poor Customer Service
23217,Yes,1,Unsolved,Poor Customer Service
23218,No,0,Not Applicable,No reason specified
23219,No,0,Not Applicable,Poor Customer Service
23220,Yes,1,Solved in Follow-up,Poor Product Quality
23221,No,0,Not Applicable,Too many ads
23222,No,0,Not Applicable,Products always in Stock
23223,Yes,1,Unsolved,Too many ads
23224,No,0,Not Applicable,No reason specified
23225,Yes,1,Solved,User Friendly Website
23226,Yes,1,Unsolved,Too many ads
23227,Yes,1,No Information Available,Poor Customer Service
23228,No,0,Not Applicable,No reason specified
23229,Yes,1,Unsolved,Poor Website
23230,No,0,Not Applicable,Too many ads
23231,No,0,Not Applicable,Poor Website
23232,Yes,1,No Information Available,Too many ads
23233,Yes,1,Solved,Poor Customer Service
23234,Yes,1,Unsolved,Poor Product Quality
23235,No,0,Not Applicable,Reasonable Price
23236,Yes,1,No Information Available,No reason specified
23237,No,0,Not Applicable,Poor Website
23238,No,0,Not Applicable,Poor Customer Service
23239,Yes,1,Solved,Too many ads
23240,Yes,1,No Information Available,No reason specified
23241,No,0,Not Applicable,No reason specified
23242,No,0,Not Applicable,Poor Customer Service
23243,Yes,1,Solved,No reason specified
23244,No,0,Not Applicable,Poor Customer Service
23245,Yes,1,Solved in Follow-up,No reason specified
23246,No,0,Not Applicable,No reason specified
23247,No,0,Not Applicable,Poor Customer Service
23248,No,0,Not Applicable,Poor Website
23249,No,0,Not Applicable,Poor Website
23250,Yes,1,No Information Available,Poor Website
23251,Yes,1,Unsolved,Poor Customer Service
23252,Yes,1,Unsolved,Reasonable Price
23253,No,0,Not Applicable,Too many ads
23254,No,0,Not Applicable,Poor Website
23255,Yes,1,Solved in Follow-up,Poor Website
23256,Yes,1,Solved in Follow-up,User Friendly Website
23257,No,0,Not Applicable,Poor Product Quality
23258,Yes,1,Unsolved,Quality Customer Care
23259,No,0,Not Applicable,Poor Website
23260,No,0,Not Applicable,Too many ads
23261,No,0,Not Applicable,Too many ads
23262,No,0,Not Applicable,Too many ads
23263,Yes,1,No Information Available,No reason specified
23264,Yes,1,Solved in Follow-up,Poor Website
23265,No,0,Not Applicable,No reason specified
23266,Yes,1,Unsolved,Poor Website
23267,No,0,Not Applicable,Poor Customer Service
23268,No,0,Not Applicable,No reason specified
23269,No,0,Not Applicable,No reason specified
23270,No,0,Not Applicable,Poor Product Quality
23271,Yes,1,Solved in Follow-up,Poor Website
23272,Yes,1,Unsolved,Poor Product Quality
23273,No,0,Not Applicable,Poor Product Quality
23274,No,0,Not Applicable,No reason specified
23275,Yes,1,Solved,Poor Product Quality
23276,Yes,1,Solved in Follow-up,Poor Customer Service
23277,No,0,Not Applicable,Too many ads
23278,Yes,1,Solved,Too many ads
23279,Yes,1,Solved in Follow-up,Reasonable Price
23280,Yes,1,Solved,No reason specified
23281,Yes,1,No Information Available,No reason specified
23282,Yes,1,Solved in Follow-up,Products always in Stock
23283,Yes,1,Solved,Poor Customer Service
23284,Yes,1,Unsolved,Poor Product Quality
23285,Yes,1,No Information Available,Poor Website
23286,No,0,Not Applicable,Poor Customer Service
23287,No,0,Not Applicable,Poor Customer Service
23288,Yes,1,Solved in Follow-up,Poor Customer Service
23289,Yes,1,Solved in Follow-up,Too many ads
23290,No,0,Not Applicable,Reasonable Price
23291,No,0,Not Applicable,No reason specified
23292,Yes,1,Solved,Poor Product Quality
23293,No,0,Not Applicable,Too many ads
23294,Yes,1,Solved in Follow-up,No reason specified
23295,No,0,Not Applicable,Too many ads
23296,Yes,1,Unsolved,Too many ads
23297,Yes,1,No Information Available,No reason specified
23298,Yes,1,Solved in Follow-up,Poor Product Quality
23299,Yes,1,No Information Available,Too many ads
23300,Yes,1,Solved in Follow-up,No reason specified
23301,No,0,Not Applicable,Products always in Stock
23302,Yes,1,No Information Available,Too many ads
23303,No,0,Not Applicable,Too many ads
23304,No,0,Not Applicable,No reason specified
23305,No,0,Not Applicable,No reason specified
23306,Yes,1,Solved in Follow-up,Too many ads
23307,No,0,Not Applicable,Too many ads
23308,No,0,Not Applicable,Poor Product Quality
23309,Yes,1,Solved in Follow-up,Quality Customer Care
23310,Yes,1,Solved in Follow-up,No reason specified
23311,Yes,1,Unsolved,Quality Customer Care
23312,No,0,Not Applicable,Too many ads
23313,Yes,1,Unsolved,Poor Product Quality
23314,Yes,1,Unsolved,Too many ads
23315,No,0,Not Applicable,Quality Customer Care
23316,No,0,Not Applicable,Poor Website
23317,No,0,Not Applicable,Poor Customer Service
23318,No,0,Not Applicable,Poor Website
23319,No,0,Not Applicable,Poor Website
23320,No,0,Not Applicable,Poor Customer Service
23321,Yes,1,Solved in Follow-up,No reason specified
23322,Yes,1,Solved in Follow-up,Too many ads
23323,Yes,1,Solved,Poor Product Quality
23324,Yes,1,Unsolved,Too many ads
23325,No,0,Not Applicable,Poor Product Quality
23326,No,0,Not Applicable,No reason specified
23327,No,0,Not Applicable,Poor Website
23328,No,0,Not Applicable,No reason specified
23329,No,0,Not Applicable,Poor Website
23330,No,0,Not Applicable,Poor Customer Service
23331,No,0,Not Applicable,Poor Customer Service
23332,Yes,1,Solved in Follow-up,Poor Customer Service
23333,Yes,1,No Information Available,Poor Website
23334,No,0,Not Applicable,Poor Product Quality
23335,No,0,Not Applicable,Poor Product Quality
23336,Yes,1,Solved in Follow-up,Too many ads
23337,No,0,Not Applicable,Too many ads
23338,No,0,Not Applicable,Too many ads
23339,Yes,1,Solved in Follow-up,Poor Website
23340,No,0,Not Applicable,Reasonable Price
23341,Yes,1,Unsolved,User Friendly Website
23342,Yes,1,Solved,Too many ads
23343,Yes,1,No Information Available,Poor Website
23344,No,0,Not Applicable,Reasonable Price
23345,Yes,1,No Information Available,Poor Product Quality
23346,No,0,Not Applicable,Poor Website
23347,Yes,1,No Information Available,Poor Customer Service
23348,Yes,1,No Information Available,Too many ads
23349,Yes,1,Solved,Poor Customer Service
23350,No,0,Not Applicable,Reasonable Price
23351,Yes,1,Solved,Products always in Stock
23352,No,0,Not Applicable,Poor Customer Service
23353,Yes,1,Solved in Follow-up,Poor Website
23354,No,0,Not Applicable,No reason specified
23355,No,0,Not Applicable,Poor Product Quality
23356,No,0,Not Applicable,Poor Customer Service
23357,No,0,Not Applicable,Products always in Stock
23358,No,0,Not Applicable,Too many ads
23359,Yes,1,No Information Available,Poor Product Quality
23360,Yes,1,Solved in Follow-up,Poor Customer Service
23361,No,0,Not Applicable,Poor Website
23362,No,0,Not Applicable,Poor Product Quality
23363,Yes,1,No Information Available,Poor Website
23364,Yes,1,No Information Available,Poor Customer Service
23365,No,0,Not Applicable,Poor Customer Service
23366,Yes,1,Solved,Poor Website
23367,Yes,1,Unsolved,Reasonable Price
23368,Yes,1,Unsolved,Poor Website
23369,No,0,Not Applicable,Poor Customer Service
23370,Yes,1,Solved,No reason specified
23371,Yes,1,No Information Available,Poor Website
23372,No,0,Not Applicable,Poor Customer Service
23373,Yes,1,Solved in Follow-up,Poor Website
23374,Yes,1,Unsolved,Quality Customer Care
23375,No,0,Not Applicable,Reasonable Price
23376,No,0,Not Applicable,Poor Product Quality
23377,Yes,1,Solved,Poor Customer Service
23378,No,0,Not Applicable,Poor Customer Service
23379,Yes,1,Solved,Poor Product Quality
23380,No,0,Not Applicable,Poor Customer Service
23381,No,0,Not Applicable,Too many ads
23382,No,0,Not Applicable,Reasonable Price
23383,Yes,1,Unsolved,Too many ads
23384,Yes,1,No Information Available,Too many ads
23385,Yes,1,No Information Available,No reason specified
23386,Yes,1,Solved,Poor Product Quality
23387,No,0,Not Applicable,Too many ads
23388,No,0,Not Applicable,Poor Customer Service
23389,No,0,Not Applicable,Poor Website
23390,Yes,1,Solved in Follow-up,Too many ads
23391,No,0,Not Applicable,Quality Customer Care
23392,No,0,Not Applicable,Poor Customer Service
23393,No,0,Not Applicable,Poor Product Quality
23394,No,0,Not Applicable,Too many ads
23395,No,0,Not Applicable,Poor Product Quality
23396,Yes,1,Unsolved,Poor Customer Service
23397,No,0,Not Applicable,Reasonable Price
23398,No,0,Not Applicable,Poor Product Quality
23399,No,0,Not Applicable,Poor Customer Service
23400,Yes,1,Unsolved,Poor Website
23401,No,0,Not Applicable,Poor Customer Service
23402,Yes,1,Solved,No reason specified
23403,Yes,1,No Information Available,User Friendly Website
23404,Yes,1,Unsolved,Too many ads
23405,Yes,1,Unsolved,User Friendly Website
23406,Yes,1,No Information Available,Poor Customer Service
23407,No,0,Not Applicable,Poor Website
23408,Yes,1,Unsolved,Poor Product Quality
23409,Yes,1,Solved,User Friendly Website
23410,Yes,1,Solved in Follow-up,Poor Website
23411,No,0,Not Applicable,Poor Website
23412,Yes,1,Unsolved,No reason specified
23413,No,0,Not Applicable,Too many ads
23414,No,0,Not Applicable,User Friendly Website
23415,Yes,1,No Information Available,Reasonable Price
23416,No,0,Not Applicable,Poor Customer Service
23417,No,0,Not Applicable,Poor Customer Service
23418,Yes,1,No Information Available,Poor Website
23419,Yes,1,Solved in Follow-up,Products always in Stock
23420,Yes,1,Solved in Follow-up,Poor Customer Service
23421,Yes,1,Unsolved,Too many ads
23422,No,0,Not Applicable,No reason specified
23423,No,0,Not Applicable,Too many ads
23424,No,0,Not Applicable,Poor Website
23425,No,0,Not Applicable,Poor Website
23426,No,0,Not Applicable,Too many ads
23427,Yes,1,Solved,No reason specified
23428,Yes,1,Unsolved,Poor Customer Service
23429,Yes,1,No Information Available,Too many ads
23430,Yes,1,No Information Available,Poor Website
23431,Yes,1,Unsolved,Poor Customer Service
23432,Yes,1,No Information Available,Poor Website
23433,Yes,1,Solved in Follow-up,Poor Customer Service
23434,No,0,Not Applicable,No reason specified
23435,No,0,Not Applicable,Poor Customer Service
23436,No,0,Not Applicable,Poor Website
23437,No,0,Not Applicable,Poor Customer Service
23438,Yes,1,No Information Available,Poor Product Quality
23439,Yes,1,No Information Available,Too many ads
23440,No,0,Not Applicable,Poor Customer Service
23441,No,0,Not Applicable,Poor Product Quality
23442,No,0,Not Applicable,Poor Product Quality
23443,Yes,1,Solved,Quality Customer Care
23444,No,0,Not Applicable,Poor Customer Service
23445,Yes,1,Unsolved,Quality Customer Care
23446,No,0,Not Applicable,Reasonable Price
23447,No,0,Not Applicable,Poor Product Quality
23448,Yes,1,Unsolved,Poor Customer Service
23449,No,0,Not Applicable,Too many ads
23450,Yes,1,Solved,No reason specified
23451,No,0,Not Applicable,No reason specified
23452,Yes,1,No Information Available,Poor Customer Service
23453,Yes,1,Solved,Poor Customer Service
23454,No,0,Not Applicable,No reason specified
23455,Yes,1,Solved in Follow-up,Poor Customer Service
23456,No,0,Not Applicable,Poor Website
23457,Yes,1,Solved in Follow-up,Too many ads
23458,No,0,Not Applicable,Poor Website
23459,No,0,Not Applicable,Quality Customer Care
23460,Yes,1,No Information Available,No reason specified
23461,Yes,1,Solved in Follow-up,Too many ads
23462,Yes,1,Solved in Follow-up,Poor Customer Service
23463,Yes,1,No Information Available,Poor Customer Service
23464,Yes,1,Solved in Follow-up,Poor Customer Service
23465,Yes,1,Solved,Too many ads
23466,No,0,Not Applicable,Poor Website
23467,No,0,Not Applicable,Poor Website
23468,Yes,1,No Information Available,Poor Customer Service
23469,No,0,Not Applicable,No reason specified
23470,No,0,Not Applicable,Poor Customer Service
23471,No,0,Not Applicable,Poor Customer Service
23472,Yes,1,Unsolved,Poor Website
23473,No,0,Not Applicable,User Friendly Website
23474,Yes,1,Solved,No reason specified
23475,No,0,Not Applicable,No reason specified
23476,Yes,1,No Information Available,Poor Product Quality
23477,No,0,Not Applicable,Poor Product Quality
23478,Yes,1,Solved in Follow-up,Too many ads
23479,No,0,Not Applicable,Poor Customer Service
23480,No,0,Not Applicable,Poor Website
23481,No,0,Not Applicable,Quality Customer Care
23482,No,0,Not Applicable,No reason specified
23483,No,0,Not Applicable,Poor Customer Service
23484,Yes,1,Solved in Follow-up,Too many ads
23485,Yes,1,Solved,No reason specified
23486,No,0,Not Applicable,Poor Product Quality
23487,No,0,Not Applicable,Poor Product Quality
23488,Yes,1,Solved,No reason specified
23489,Yes,1,Solved in Follow-up,Poor Website
23490,Yes,1,Solved in Follow-up,Too many ads
23491,Yes,1,Solved in Follow-up,Too many ads
23492,Yes,1,Solved,Poor Customer Service
23493,No,0,Not Applicable,No reason specified
23494,Yes,1,Unsolved,Too many ads
23495,No,0,Not Applicable,No reason specified
23496,Yes,1,Solved,Poor Customer Service
23497,Yes,1,Unsolved,No reason specified
23498,No,0,Not Applicable,Poor Customer Service
23499,No,0,Not Applicable,Too many ads
23500,No,0,Not Applicable,Too many ads
23501,No,0,Not Applicable,Too many ads
23502,No,0,Not Applicable,Too many ads
23503,Yes,1,Solved in Follow-up,No reason specified
23504,Yes,1,No Information Available,Too many ads
23505,Yes,1,Solved in Follow-up,Too many ads
23506,Yes,1,Solved,Poor Website
23507,No,0,Not Applicable,Poor Customer Service
23508,Yes,1,Solved in Follow-up,Reasonable Price
23509,No,0,Not Applicable,Too many ads
23510,No,0,Not Applicable,Too many ads
23511,Yes,1,Unsolved,Too many ads
23512,Yes,1,Unsolved,No reason specified
23513,Yes,1,Solved,No reason specified
23514,No,0,Not Applicable,Quality Customer Care
23515,Yes,1,Solved,Poor Product Quality
23516,No,0,Not Applicable,Too many ads
23517,No,0,Not Applicable,User Friendly Website
23518,Yes,1,Solved in Follow-up,Poor Website
23519,No,0,Not Applicable,Poor Customer Service
23520,Yes,1,Unsolved,No reason specified
23521,No,0,Not Applicable,Too many ads
23522,Yes,1,Solved in Follow-up,User Friendly Website
23523,No,0,Not Applicable,Products always in Stock
23524,Yes,1,Solved,Poor Product Quality
23525,No,0,Not Applicable,Poor Website
23526,Yes,1,No Information Available,No reason specified
23527,Yes,1,Solved,Poor Product Quality
23528,No,0,Not Applicable,No reason specified
23529,No,0,Not Applicable,Poor Customer Service
23530,Yes,1,Solved in Follow-up,No reason specified
23531,Yes,1,No Information Available,Products always in Stock
23532,No,0,Not Applicable,Poor Customer Service
23533,Yes,1,Solved,Poor Website
23534,Yes,1,Solved in Follow-up,Products always in Stock
23535,No,0,Not Applicable,No reason specified
23536,No,0,Not Applicable,Poor Product Quality
23537,No,0,Not Applicable,Poor Product Quality
23538,Yes,1,Solved,Poor Product Quality
23539,Yes,1,No Information Available,No reason specified
23540,No,0,Not Applicable,User Friendly Website
23541,No,0,Not Applicable,Poor Product Quality
23542,No,0,Not Applicable,Too many ads
23543,No,0,Not Applicable,Poor Customer Service
23544,No,0,Not Applicable,Too many ads
23545,No,0,Not Applicable,No reason specified
23546,Yes,1,Solved,Too many ads
23547,No,0,Not Applicable,Too many ads
23548,No,0,Not Applicable,Poor Product Quality
23549,No,0,Not Applicable,Quality Customer Care
23550,No,0,Not Applicable,No reason specified
23551,Yes,1,Solved,Quality Customer Care
23552,No,0,Not Applicable,Poor Product Quality
23553,No,0,Not Applicable,Too many ads
23554,Yes,1,Unsolved,Reasonable Price
23555,No,0,Not Applicable,No reason specified
23556,No,0,Not Applicable,No reason specified
23557,Yes,1,Solved,Poor Customer Service
23558,No,0,Not Applicable,No reason specified
23559,Yes,1,Unsolved,Poor Product Quality
23560,No,0,Not Applicable,Poor Website
23561,Yes,1,Solved in Follow-up,Too many ads
23562,Yes,1,Solved in Follow-up,Reasonable Price
23563,Yes,1,Unsolved,Poor Product Quality
23564,No,0,Not Applicable,User Friendly Website
23565,No,0,Not Applicable,Poor Customer Service
23566,No,0,Not Applicable,Poor Product Quality
23567,Yes,1,Solved,Poor Product Quality
23568,No,0,Not Applicable,Poor Customer Service
23569,Yes,1,Unsolved,No reason specified
23570,No,0,Not Applicable,Poor Website
23571,Yes,1,Solved in Follow-up,Poor Product Quality
23572,Yes,1,Unsolved,Poor Product Quality
23573,Yes,1,Unsolved,Poor Customer Service
23574,Yes,1,Solved,Poor Customer Service
23575,Yes,1,Solved in Follow-up,Poor Customer Service
23576,Yes,1,Solved in Follow-up,Too many ads
23577,No,0,Not Applicable,No reason specified
23578,No,0,Not Applicable,Poor Product Quality
23579,Yes,1,Solved,No reason specified
23580,No,0,Not Applicable,Poor Website
23581,No,0,Not Applicable,Poor Product Quality
23582,No,0,Not Applicable,Poor Customer Service
23583,No,0,Not Applicable,Poor Product Quality
23584,No,0,Not Applicable,Poor Product Quality
23585,No,0,Not Applicable,Too many ads
23586,Yes,1,Solved,Products always in Stock
23587,No,0,Not Applicable,Reasonable Price
23588,Yes,1,Unsolved,Poor Website
23589,Yes,1,Unsolved,Poor Product Quality
23590,Yes,1,Unsolved,No reason specified
23591,Yes,1,Solved in Follow-up,Poor Customer Service
23592,Yes,1,Unsolved,Too many ads
23593,Yes,1,No Information Available,Poor Website
23594,Yes,1,Unsolved,Poor Product Quality
23595,Yes,1,Solved in Follow-up,Quality Customer Care
23596,No,0,Not Applicable,No reason specified
23597,Yes,1,Solved in Follow-up,Poor Customer Service
23598,Yes,1,Solved,Too many ads
23599,Yes,1,No Information Available,Poor Product Quality
23600,Yes,1,Unsolved,Reasonable Price
23601,Yes,1,Solved,Poor Customer Service
23602,No,0,Not Applicable,Poor Website
23603,No,0,Not Applicable,Poor Customer Service
23604,No,0,Not Applicable,Poor Website
23605,Yes,1,No Information Available,User Friendly Website
23606,No,0,Not Applicable,No reason specified
23607,No,0,Not Applicable,Poor Website
23608,Yes,1,Unsolved,Too many ads
