customer_id,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,engagement_score
15354,22.0,43.06,80419.48,3.0,777.2,906.38
15355,16.0,157.17,1239.65,7.0,785.36,1885.55
15356,18.0,49.04,25579.93,22.0,698.25,1777.13
15357,17.0,272.79,23371.87,12.0,693.96,3967.440000000001
15358,21.0,52.62,19861.35,20.0,697.36,1749.7599999999998
15359,6.0,419.8,24231.94,14.0,1296.961091,7174.161091
15360,14.0,292.15,11347.52,11.0,712.47,3926.12
15361,13.0,302.99,20743.44,16.0,697.62,5545.46
15362,12.0,196.83,2406.84,23.0,698.25,5225.34
15363,22.0,174.18,13497.83,16.0,670.08,3456.96
15364,25.0,84.48,28100.41,10.0,691.67,1536.47
15365,17.0,847.69,38944.27,16.0,1159.091362,14722.131362
15366,15.0,225.88,24765.39,16.0,728.87,4342.95
15367,14.0,110.94,33068.48,29.0,661.14,3878.4
15368,5.0,139.96,27970.58,52.11371996,698.25,7992.0862456016
15369,9.0,509.35,46037.52,9.0,650.64,5234.790000000001
15370,8.0,147.88,41643.77,16.0,698.25,3064.33
15371,9.0,1554.096806,87596.07,6.0,698.25,10022.830836
15372,6.0,1286.564913,41610.48,7.0,859.6599215,9865.6143125
15373,10.0,378.82,10456.7,2.0,509.7047812,1267.3447812
15374,1.0,160.23,33109.53,9.0,649.68,2091.75
15375,13.0,83.71,21096.03,17.0,659.78,2082.85
15376,20.0,251.32,41507.11,16.0,1074.419796,5095.539796
15377,15.0,306.26,11696.09,14.0,628.64,4916.28
15378,10.0,31.84,5968.15,14.0,719.15,1164.91
15379,15.0,33.58,7885.59,21.0,696.24,1401.42
15380,19.0,50.45,17010.33,12.0,615.49,1220.89
15381,24.0,101.46,28933.13,7.0,787.04,1497.2599999999998
15382,13.0,34.38,39294.11,6.0,720.75,927.03
15383,21.0,30.56,44355.4,29.0,943.6816178,1829.9216178
15384,22.0,1274.002335,20499.67,8.0,764.97,10956.98868
15385,21.0,548.31,30634.31,16.0,1082.767667,9855.727667
15386,21.0,426.93,29776.14,16.0,763.37,7594.25
15387,12.0,274.08,16946.88,15.0,692.24,4803.44
15388,10.0,60.84,30244.06,19.0,566.95,1722.91
15389,14.0,262.56,68019.36,16.0,741.11,4942.07
15390,5.0,153.34,1010.54,18.0,776.84,3536.96
15391,7.0,174.18,31540.34,26.0,459.8755768,4988.5555768
15392,13.0,192.69,26498.53,16.0,608.83,3691.87
15393,7.0,485.38,7592.66,16.0,770.4147221,8536.4947221
15394,10.0,418.02,73364.65,10.0,709.13,4889.33
15395,13.0,598.56,23215.69,29.0,544.13,17902.37
15396,11.0,30.28,26297.82,21.0,797.84,1433.72
15397,13.0,118.07,35651.85,21.0,688.68,3168.15
15398,19.0,52.98,15100.81,1.0,728.02,781.0
15399,12.0,296.88,25008.06,24.0,761.28,7886.4
15400,5.0,893.03,7701.75,9.0,974.6360544,9011.9060544
15401,3.0,31.62,21480.89,11.0,617.83,965.65
15402,9.0,63.01,90761.61,7.0,817.46,1258.53
15403,14.0,34.69,12421.9,14.0,650.84,1136.5
15404,5.0,32.0,29702.41,27.0,675.83,1539.83
15405,12.0,241.57,24961.71,4.0,791.36,1757.64
15406,9.0,165.27,3763.96,23.0,681.92,4483.13
15407,12.0,36.35,48078.41,16.0,940.8878673,1522.4878673
15408,9.0,125.02,10375.26,24.0,548.21,3548.69
15409,16.0,42.04,23815.91,21.0,1334.511633,2217.351633
15410,16.0,542.08,26355.71,16.0,637.69,9310.97
15411,19.0,549.89,20306.5,11.0,799.14,6847.93
15412,9.0,88.26,26816.03,6.0,719.03,1248.59
15413,13.0,47.06,5620.13,16.0,628.29,1381.25
15414,10.0,76.53,25308.37,8.0,747.72,1359.96
15415,5.0,77.59,16497.32,12.0,619.26,1550.34
15416,10.0,34.17,39976.89,21.0,639.73,1357.3000000000002
15417,15.0,128.59,34138.76,9.0,668.89,1826.2
15418,6.0,841.8378392,3858.16,26.0,635.58,22523.3638192
15419,18.0,225.27,47775.96,27.0,604.19,6686.48
15420,18.0,64.82,30127.22,25.0,925.3763777,2545.8763777
15421,19.0,514.21,2469.74,5.0,701.83,3272.88
15422,12.0,360.6,34383.44,13.0,772.13,5459.93
15423,24.0,165.13,12899.03,22.0,698.25,4331.11
15424,15.0,194.5,30586.23,28.0,783.42,6229.42
15425,21.0,34.46,25187.85,20.0,163.2794626,852.4794626
15426,11.0,33.74,19595.27,13.0,715.14,1153.76
15427,13.0,212.04,35626.23,7.0,714.03,2198.31
15428,8.0,382.23,36318.45,13.0,719.69,5688.68
15429,19.0,1167.966695,21629.14,24.0,635.4,28666.600680000003
15430,13.0,423.18,24293.3,28.0,763.11,12612.15
15431,5.0,189.61,40251.51,14.0,247.1691231,2901.7091231
15432,23.0,31.26,37260.43,29.0,770.39,1676.93
15433,14.0,32.33,2641.12,6.0,658.31,852.29
15434,10.0,600.29,9024.24,22.0,642.5,13848.88
15435,4.0,204.9,32472.79,6.0,707.41,1936.81
15436,7.0,1216.66,40094.75,11.0,697.08,14080.34
15437,15.0,260.13,40125.29,0.449951931,568.27,685.31599581103
15438,9.0,275.69,61924.02,16.0,778.79,5189.83
15439,15.0,185.63,3433.6,22.0,711.0,4794.86
15440,3.0,186.77,13508.99,5.0,668.92,1602.77
15441,14.0,110.67,34961.49,10.0,669.65,1776.35
15442,10.0,232.09,18592.67,8.0,942.6559774,2799.3759774
15443,11.0,1361.54,10127.81,13.0,613.28,18313.3
15444,16.0,35.97,53044.95,18.0,509.3165727,1156.7765727
15445,20.0,87.87,8170.87,8.0,884.6959759,1587.6559759000002
15446,5.0,492.79,66246.8,16.0,347.7160099,8232.3560099
15447,13.0,334.21,26465.07,20.0,698.25,7382.45
15448,23.0,513.14,23211.25,22.0,509.17,11798.25
15449,11.0,158.08,40199.64,13.0,698.25,2753.29
15450,3.0,204.87,22972.92,12.0,698.25,3156.69
15451,11.0,40.84,11010.77,8.0,671.83,998.55
15452,9.0,92.92,33221.32,20.0,165.3907908,2023.7907908
15453,8.0,305.1,40651.09,25.0,698.25,8325.75
15454,1.0,174.18,47675.69,27.0,563.52,5266.380000000001
15455,14.0,465.29,12107.23,18.0,794.77,9169.990000000002
15456,16.0,267.95,24939.34,16.0,1099.320188,5386.520188
15457,11.0,122.23,18120.63,28.0,629.6,4052.04
15458,12.0,46.67,41877.45,5.0,764.1,997.45
15459,9.0,32.46,31484.46,16.0,683.69,1203.0500000000002
15460,19.0,576.08,42445.99,25.0,601.03,15003.030000000002
15461,22.0,179.57,41519.81,28.0,698.25,5726.21
15462,13.0,51.88,22050.39,23.0,808.9779392,2002.2179392
15463,11.0,110.14,18321.82,26.0,678.31,3541.95
15464,8.0,337.02,36033.8,8.0,710.52,3406.68
15465,24.0,33.01,15000.37,12.0,586.2,982.32
15466,16.0,146.76,13531.58,13.0,706.68,2614.56
15467,17.0,1203.236205,37216.95,11.0,589.0,13824.598255
15468,24.0,174.18,36916.84,16.0,798.88,3585.76
15469,16.0,50.76,3579.53,16.0,704.75,1516.91
15470,7.0,742.36,25364.6,16.0,573.38,12451.14
15471,10.0,1191.63,28077.12,5.0,698.25,6656.400000000001
15472,10.0,445.47,83828.98,10.0,790.51,5245.210000000001
15473,16.0,59.15,82824.86,5.0,834.31,1130.06
15474,23.0,2045.031124,21206.82,5.0,719.06,10944.21562
15475,10.0,437.09,42610.01,7.0,518.85,3578.48
15476,3.0,1072.509146,19779.38,22.0,502.25,24097.451212000004
15477,9.0,335.11,18758.2,25.0,705.07,9082.82
15478,20.0,174.18,31852.7,51.08120998,1093.761688,9991.0868423164
15479,22.0,169.38,12900.89,29.0,621.88,5533.9
15480,9.0,482.13,15062.54,29.0,1050.910397,15032.680397
15481,10.0,309.33,13644.99,11.0,718.16,4120.79
15482,8.0,1033.83,8190.12,16.0,653.21,17194.489999999998
15483,13.0,1031.182774,23998.12,5.0,645.7,5801.61387
15484,2.0,32.54,61324.86,11.0,698.25,1056.19
15485,12.0,736.06,19368.39,12.0,687.26,9519.98
15486,8.0,114.93,17826.43,9.0,768.34,1802.71
15487,8.0,174.18,45121.01,14.0,542.2,2980.7200000000003
15488,3.0,309.89,32264.06,47.59146289,1010.917798,15759.0362329821
15489,24.0,174.18,27455.61,8.0,767.9,2161.34
15490,23.0,125.6,3286.56,11.0,664.49,2046.09
15491,7.0,139.9,11306.82,18.0,241.8683203,2760.0683203000003
15492,17.0,360.56,14518.59,24.0,698.25,9351.69
15493,9.0,427.0,42095.31,26.0,759.06,11861.06
15494,16.0,32.74,15027.48,13.0,473.1975045,898.8175045
15495,2.0,238.75,48353.98,9.0,702.07,2850.82
15496,25.0,752.71,21167.66,12.0,627.15,9659.67
15497,26.0,101.14,26493.37,22.0,603.87,2828.95
15498,10.0,389.18,39342.02,24.0,698.25,10038.57
15499,4.0,519.57,10995.75,16.0,694.99,9008.11
15500,8.0,32.84,36254.84,11.0,586.21,947.45
15501,18.0,33.91,30440.82,16.0,698.25,1240.81
15502,24.0,174.18,8968.69,23.0,629.01,4635.150000000001
15503,6.0,74.86,6340.44,16.0,687.63,1885.39
15504,19.0,289.79,14972.39,19.0,1383.838895,6889.848895
15505,13.0,34.69,37846.43,11.0,700.24,1081.83
15506,10.0,1614.849289,40418.49,21.0,139.1853755,34051.0204445
15507,9.0,98.19,7206.2,13.0,351.6019191,1628.0719191
15508,11.0,251.29,31707.43,20.0,542.93,5568.7300000000005
15509,15.0,580.65,6718.34,29.0,450.5393242,17289.389324199998
15510,19.0,96.23,16535.52,16.0,781.44,2321.12
15511,7.0,478.01,23957.39,20.0,691.7,10251.9
15512,13.0,33.24,32270.42,18.0,711.41,1309.73
15513,23.0,53.51,3145.4,8.0,698.25,1126.33
15514,15.0,166.71,21027.06,5.0,799.2,1632.75
15515,14.0,287.39,21974.76,8.0,697.35,2996.47
15516,13.0,155.45,45222.55,22.0,551.99,3971.89
15517,15.0,433.87,43645.09,22.0,609.56,10154.7
15518,16.0,174.18,42865.46,12.0,778.87,2869.03
15519,19.0,81.64,13720.24,9.0,740.66,1475.42
15520,16.0,849.31,2980.53,16.0,706.64,14295.6
15521,13.0,67.37,7150.81,7.0,693.98,1165.5700000000002
15522,4.0,1207.248661,1765.37,18.0,664.53,22395.005898
15523,18.0,405.92,38700.93,17.0,766.85,7667.490000000001
15524,21.0,152.52,31288.88,15.0,841.97,3129.7700000000004
15525,10.0,403.94,47811.18,8.0,641.14,3872.66
15526,10.0,129.42,8817.71,23.0,666.44,3643.1
15527,13.0,292.33,98319.42,2.0,698.25,1282.91
15528,16.0,469.33,4385.53,15.0,506.6,7546.55
15529,14.0,86.55,30153.11,12.0,1201.857056,2240.457056
15530,17.0,227.49,12576.31,27.0,698.25,6840.4800000000005
15531,21.0,356.47,4476.18,5.0,700.68,2483.03
15532,15.0,62.89,43654.77,21.0,698.25,2018.94
15533,14.0,56.78,6815.19,17.0,743.19,1708.45
15534,23.0,70.39,18923.12,14.0,574.54,1560.0
15535,14.0,34.11,33016.88,24.0,645.07,1463.71
15536,13.0,429.31,35643.9,20.0,720.62,9306.820000000002
15537,15.0,180.26,36843.25,16.0,667.91,3552.07
15538,12.0,401.3,3347.22,18.0,403.3029849,7626.702984900001
15539,5.0,80.39,8050.1,12.0,756.09,1720.77
15540,12.0,69.63,33193.6,13.0,665.18,1570.37
15541,14.0,187.11,27159.49,18.0,731.52,4099.5
15542,11.0,338.64,1888.68,11.0,728.05,4453.09
15543,20.0,319.14,1526.08,26.0,733.87,9031.51
15544,6.0,685.03,45455.06,18.0,799.88,13130.419999999998
15545,16.0,288.67,8491.29,21.0,310.8998006,6372.969800600001
15546,13.0,186.0,37372.39,10.0,575.45,2435.45
15547,7.0,1085.684787,24801.32,27.0,698.25,30011.739249
15548,10.0,291.12,35889.52,20.0,1185.29668,7007.696679999999
15549,16.0,228.9,18783.35,10.0,819.6,3108.6
15550,13.0,791.46,45300.76,33.50649937,511.56,27030.613991380204
15551,15.0,233.08,1195.34,9.0,657.08,2754.8
15552,13.0,30.44,43964.66,19.0,637.12,1215.48
15553,18.0,428.87,47171.54,28.0,642.17,12650.53
15554,13.0,1503.76,39154.64,18.0,74.47962985,27142.15962985
15555,8.0,526.26,29686.89,25.0,706.86,13863.36
15556,22.0,67.31,30701.64,7.0,797.76,1268.93
15557,11.0,280.69,22497.92,23.0,698.25,7154.12
15558,9.0,259.89,7129.06,10.0,640.4,3239.3
15559,20.0,30.85,6439.61,16.0,615.37,1108.97
15560,10.0,855.3419343,48245.05,16.0,716.27,14401.7409488
15561,14.0,651.94,15733.77,19.0,633.53,13020.39
15562,18.0,76.47,34230.99,10.0,619.45,1384.15
15563,13.0,53.45,18650.29,16.0,614.77,1469.97
15564,17.0,356.06,56859.17,11.0,827.74,4744.4
15565,23.0,42.23,32604.41,16.0,520.62,1196.3
15566,9.0,97.73,48485.2,10.0,632.34,1609.64
15567,21.0,64.62,23508.7,16.0,629.1,1663.02
15568,14.0,156.28,19803.12,27.0,1182.791709,5402.3517090000005
15569,16.0,652.85,43412.6,10.0,577.65,7106.15
15570,13.0,824.97,9007.32,28.0,698.25,23797.41
15571,17.0,416.22,31635.76,14.0,714.24,6541.32
15572,6.0,92.27,2232.31,25.0,698.25,3005.0
15573,9.0,121.07,2425.69,24.0,1051.449274,3957.129274
15574,9.0,73.07,4658.72,26.0,645.58,2545.4
15575,13.0,33.49,40662.02,24.0,748.59,1552.35
15576,13.0,525.3,13130.5,15.0,771.73,8651.23
15577,20.0,31.34,10783.92,15.0,691.6,1161.7
15578,10.0,30.37,10837.06,6.0,784.4,966.62
15579,6.0,588.78,31227.95,15.0,771.42,9603.12
15580,16.0,156.03,34821.75,29.0,677.96,5202.83
15581,24.0,93.12,19286.58,16.0,841.71,2331.63
15582,9.0,389.71,9729.04,17.0,687.95,7313.019999999999
15583,5.0,306.64,21943.38,15.0,741.24,5340.839999999999
15584,7.0,174.18,34630.11,5.0,550.03,1420.93
15585,15.0,1317.48,42990.56,5.0,522.37,7109.77
15586,11.0,68.81,30593.0,16.0,644.98,1745.94
15587,11.0,425.86,23091.43,8.0,719.69,4126.57
15588,16.0,156.71,34108.19,45.46806129,694.68,7819.9798847559005
15589,2.0,442.66,57541.68,11.0,766.38,5635.64
15590,14.0,332.06,37335.47,19.0,749.14,7058.280000000001
15591,7.0,278.33,36195.48,9.0,737.63,3242.6
15592,12.0,115.72,11644.94,16.0,365.2609697,2216.7809697
15593,5.0,2146.82,13155.16,8.0,703.81,17878.370000000003
15594,26.0,174.18,9532.45,29.5304898,725.95,5869.570713364
15595,17.0,338.83,42537.75,6.0,494.0162516,2526.9962516
15596,10.0,174.18,19475.17,24.0,573.81,4754.129999999999
15597,11.0,67.39,42896.79,27.0,698.02,2517.55
15598,13.0,250.73,46068.36,73.06199459,935.4974755,19254.33137905069
15599,11.0,68.28,34343.87,28.0,718.38,2630.2200000000003
15600,21.0,34.28,22270.31,12.0,573.21,984.57
15601,5.0,39.58,85928.98,2.0,773.03,852.1899999999999
15602,8.0,518.21,34416.48,23.0,1309.15003,13227.980030000002
15603,7.0,228.73,41242.3,13.0,643.04,3616.53
15604,11.0,96.76,11973.73,16.0,742.25,2290.41
15605,12.0,544.88,32939.66,17.0,714.06,9977.02
15606,12.0,323.27,98803.17,13.0,839.5,5042.01
15607,13.0,192.86,14605.25,24.0,698.25,5326.89
15608,19.0,33.91,11160.68,14.0,698.25,1172.99
15609,18.0,125.19,41960.32,50.7174312,663.07,7012.385211928
15610,13.0,224.4,26765.44,5.0,698.25,1820.25
15611,17.0,99.32,14978.47,5.0,595.92,1092.52
15612,17.0,40.67,39085.36,16.0,772.98,1423.7
15613,14.0,332.86,1420.12,11.0,1164.178183,4825.638183
15614,8.0,816.16,8064.54,21.0,701.31,17840.670000000002
15615,2.0,583.16,5797.43,8.0,697.1,5362.38
15616,22.0,199.51,36894.56,23.0,501.71,5090.44
15617,16.0,179.73,45592.28,28.0,681.75,5714.19
15618,13.0,31.23,16948.79,29.0,518.9,1424.57
15619,20.0,72.64,26241.65,14.0,526.82,1543.7800000000002
15620,13.0,94.15,26160.54,16.0,796.75,2303.15
15621,14.0,83.44,48774.91,16.0,698.25,2033.29
15622,16.0,33.21,14832.78,12.0,698.25,1096.77
15623,16.0,506.89,8407.18,6.0,649.48,3690.82
15624,5.0,144.54,34522.8,15.0,617.94,2786.04
15625,7.0,30.69,38673.4,13.0,677.94,1076.91
15626,15.0,131.84,49611.86,55.42285257,698.25,8005.1988828288
15627,13.0,59.84,5468.73,3.0,698.25,877.77
15628,8.0,90.14,43683.35,28.0,703.47,3227.3900000000003
15629,12.0,82.27,27158.04,21.0,558.68,2286.35
15630,14.0,32.72,6964.36,8.0,698.25,960.01
15631,10.0,400.68,1781.75,29.0,638.71,12258.43
15632,20.0,785.25,2505.71,12.0,569.89,9992.89
15633,10.0,579.89,18290.12,8.0,617.83,5256.95
15634,21.0,98.44,41469.73,14.0,619.1,1997.26
15635,24.0,73.52,49671.07,16.0,589.43,1765.75
15636,16.0,174.18,37912.97,27.0,586.74,5289.6
15637,15.0,487.43,46564.95,27.0,551.89,13712.5
15638,22.0,33.9,26736.94,28.0,715.9,1665.1
15639,23.0,109.51,29177.65,21.0,570.35,2870.06
15640,10.0,79.9,71151.23,2.0,787.49,947.29
15641,19.0,32.62,44038.97,7.0,792.08,1020.42
15642,11.0,143.44,25191.56,12.0,762.0,2483.28
15643,13.0,187.07,8035.4,16.0,698.25,3691.37
15644,4.0,174.18,45970.52,16.0,855.3071079,3642.1871079
15645,17.0,1443.78,40961.49,22.0,1112.612847,32875.772847
15646,17.0,66.91,16891.21,10.0,585.08,1254.1799999999998
15647,22.0,84.19,7446.05,25.0,693.31,2798.06
15648,20.0,385.41,7535.13,16.0,708.0,6874.56
15649,6.0,913.9452101,17448.62,8.0,693.79,8005.3516808
15650,7.0,43.4,2193.73,17.0,667.61,1405.41
15651,8.0,243.85,17146.7,5.0,718.44,1937.69
15652,20.0,151.94,17330.2,13.0,845.67,2820.89
15653,11.0,113.95,2171.88,8.0,788.44,1700.04
15654,6.0,32.7,20647.26,12.0,624.45,1016.85
15655,14.0,61.02,43820.55,5.0,792.3,1097.4
15656,21.0,1171.75232,12990.2,45.71775765,728.7,54298.58859158525
15657,18.0,126.45,45844.29,7.0,660.65,1545.8
15658,22.0,1297.84901,15538.21,23.0,660.48,30511.00723
15659,11.0,348.48,10256.12,17.0,738.2,6662.36
15660,9.0,344.46,8583.98,13.0,698.25,5176.23
15661,12.0,435.21,5667.93,23.0,701.5,10711.33
15662,17.0,262.5941646,83749.12,2.0,737.06,1262.2483292
15663,16.0,174.18,36026.71,11.0,663.94,2579.92
15664,10.0,174.18,3830.83,26.0,646.41,5175.09
15665,15.0,33.66,47064.63,15.0,599.7,1104.6
15666,16.0,205.93,45030.15,28.0,620.14,6386.18
15667,9.0,762.87,95449.6,16.0,335.1612798,12541.0812798
15668,6.0,1232.18,31542.28,12.0,792.29,15578.45
15669,1.0,141.38,30501.53,9.0,522.64,1795.06
15670,5.0,95.87,37842.72,30.14433969,1125.014409,4014.9522550803
15671,13.0,96.65,39740.94,27.0,683.76,3293.3100000000004
15672,10.0,84.14,35861.43,25.0,666.51,2770.01
15673,5.0,31.96,9026.09,7.0,632.23,855.95
15674,12.0,174.05,49691.28,27.0,741.12,5440.47
15675,12.0,167.9,38438.33,19.0,769.89,3959.99
15676,7.0,160.71,43841.97,21.0,589.68,3964.59
15677,11.0,30.85,41248.12,17.0,693.91,1218.36
15678,12.0,91.77,25338.41,18.0,619.44,2271.3
15679,16.0,174.18,8684.9,32.95058798,616.45,6355.7834143564005
15680,16.0,30.73,38523.12,6.0,726.41,910.79
15681,18.0,34.38,38591.1,20.0,676.36,1363.96
15682,12.0,32.69,27070.77,25.0,660.78,1478.03
15683,21.0,313.74,14260.1,5.0,684.76,2253.46
15684,21.0,30.16,7524.9,16.0,706.05,1188.61
15685,11.0,95.47,49171.52,17.0,690.66,2313.65
15686,18.0,76.45,14989.6,4.0,842.05,1147.85
15687,6.0,51.08,16451.04,16.0,713.61,1530.89
15688,22.0,265.1,3745.51,27.0,550.02,7707.720000000001
15689,13.0,225.97,30955.06,24.0,536.67,5959.95
15690,10.0,50.14,47383.26,29.0,887.891804,2341.951804
15691,13.0,145.54,16836.47,28.0,698.25,4773.37
15692,2.0,94.74,12853.5,13.0,765.48,1997.1
15693,14.0,57.1,29864.25,23.0,698.25,2011.55
15694,6.0,1322.530726,11759.52,26.0,790.79,35176.588876
15695,15.0,474.78,74293.61,6.0,702.41,3551.09
15696,13.0,174.18,45222.32,16.0,1186.161531,3973.041531
15697,16.0,45.81,42093.79,24.0,794.42,1893.86
15698,10.0,204.87,75819.4,7.0,245.0768932,1679.1668932000002
15699,22.0,1206.674519,39084.62,20.0,698.25,24831.74038
15700,13.0,293.2,47833.28,19.0,650.7,6221.5
15701,14.0,393.76,27851.59,16.0,794.56,7094.719999999999
15702,12.0,747.63,60917.22,15.0,771.02,11985.47
15703,21.0,33.48,7956.24,24.0,641.52,1445.04
15704,7.0,144.38,41549.01,9.0,605.26,1904.68
15705,10.0,730.44,42806.93,4.477426509,718.05,3988.54141923396
15706,12.0,359.29,14543.39,8.0,669.87,3544.19
15707,9.0,280.24,22843.24,28.0,365.7299471,8212.4499471
15708,10.0,62.83,5800.01,9.0,393.622838,959.092838
15709,12.0,39.71,6089.07,23.0,694.65,1607.98
15710,21.0,146.15,12104.98,8.0,694.73,1863.93
15711,11.0,877.8,15204.06,19.0,1200.339997,17878.539997
15712,5.0,140.08,1360.59,16.0,913.3101562,3154.5901562000004
15713,16.0,95.79,45509.71,10.0,639.31,1597.21
15714,14.0,174.18,94786.43,9.0,698.25,2265.87
15715,13.0,33.32,12268.24,16.0,656.09,1189.21
15716,20.0,66.18,7744.44,27.0,539.73,2326.59
15717,10.0,1776.650472,43042.53,7.0,1070.340591,13506.893895
15718,3.0,295.62,32395.05,12.0,844.47,4391.91
15719,14.0,173.0,41904.61,16.0,488.1028506,3256.1028506
15720,15.0,315.52,13807.92,24.0,706.79,8279.27
15721,17.0,223.95,29421.52,7.0,652.13,2219.78
15722,7.0,174.18,8189.66,10.0,632.08,2373.88
15723,19.0,2031.081976,1942.25,28.0,549.11,57419.405328
15724,3.0,172.99,27053.19,17.0,419.8283147,3360.6583147
15725,15.0,54.44,43740.09,8.0,707.39,1142.91
15726,4.0,1161.47388,30519.38,21.0,779.81,25170.76148
15727,11.0,72.59,46520.66,16.0,776.51,1937.95
15728,10.0,229.38,5880.05,24.0,641.11,6146.23
15729,12.0,93.62,20586.22,24.0,1168.795201,3415.675201
15730,21.0,135.45,19340.23,16.0,698.25,2865.45
15731,8.0,59.82,67334.7,15.0,841.5,1738.8
15732,2.0,388.6,59986.17,3.0,790.09,1955.8900000000003
15733,9.0,141.36,24639.27,21.0,682.22,3650.7800000000007
15734,7.0,565.9,29403.66,16.0,698.25,9752.65
15735,16.0,32.65,8002.14,8.0,507.53,768.73
15736,8.0,811.6,34870.38,10.0,552.39,8668.39
15737,7.0,2040.896075,13005.46,45.30555539,698.25,93162.1801711461
15738,18.0,259.65,27556.78,18.0,630.46,5304.16
15739,16.0,99.54,47845.03,38.34557011,703.77,4520.6880487494
15740,19.0,138.7,35211.96,5.0,759.38,1452.88
15741,2.0,431.08,1951.65,24.0,575.0,10920.92
15742,20.0,113.3,33848.72,7.0,718.31,1511.41
15743,23.0,119.75,32731.04,7.0,710.2,1548.45
15744,15.0,174.18,63399.63,8.0,698.25,2091.69
15745,9.0,177.83,23913.49,7.0,1204.717073,2449.527073
15746,12.0,112.09,18981.3,28.0,962.2245321,4100.7445321
15747,24.0,172.23,11113.84,25.0,715.6,5021.35
15748,10.0,1528.754874,19841.5,6.0,703.93,9876.459244
15749,11.0,33.8,48349.42,22.0,313.0205844,1056.6205844
15750,10.0,279.39,13819.06,20.0,789.04,6376.839999999999
15751,6.0,30.8,19734.76,8.0,766.05,1012.45
15752,14.0,336.33,5198.9,2.0,731.86,1404.52
15753,16.0,118.14,29911.51,9.0,144.3921404,1207.6521404
15754,12.0,197.74,28045.81,27.0,521.57,5860.55
15755,13.0,230.04,30902.91,14.0,647.77,3868.33
15756,6.0,171.74,3155.54,17.0,147.4335602,3067.0135602
15757,23.0,72.83,13734.16,25.0,715.33,2536.08
15758,6.0,30.93,58545.05,16.0,712.48,1207.36
15759,20.0,322.01,19005.86,3.48858461,541.5,1664.8591302661
15760,13.0,356.63,5549.73,16.0,702.38,6408.46
15761,9.0,156.71,47037.68,13.0,715.97,2753.2
15762,4.0,333.61,48622.41,9.0,619.6,3622.09
15763,10.0,83.07,21106.61,9.0,623.28,1370.91
15764,21.0,95.92,31867.57,24.0,698.25,3000.33
15765,15.0,219.53,36816.61,8.0,665.3,2421.54
15766,5.0,362.46,13891.79,6.0,658.65,2833.41
15767,13.0,73.53,34605.76,9.0,790.88,1452.65
15768,10.0,152.76,15862.45,22.0,625.33,3986.05
15769,12.0,326.52,7172.61,13.0,747.88,4992.64
15770,14.0,138.0,7955.37,20.0,773.3,3533.3
15771,18.0,30.17,22842.61,22.0,694.3997247,1358.1397247
15772,20.0,176.09,4991.05,23.0,580.78,4630.85
15773,7.0,397.73,39917.89,16.0,603.89,6967.570000000001
15774,9.0,169.27,15856.21,18.0,551.26,3598.12
15775,23.0,107.37,20107.75,7.0,698.25,1449.84
15776,14.0,127.5,43349.18,4.0,773.59,1283.59
15777,9.0,69.97,22844.7,12.0,698.25,1537.89
15778,18.0,49.96,32155.12,14.0,605.52,1304.96
15779,13.0,159.33,36670.52,3.0,769.49,1247.48
15780,14.0,389.8,43074.73,24.0,711.1,10066.3
15781,7.0,416.45,17548.11,24.0,766.64,10761.44
15782,3.0,404.99,81882.84,1.0,795.94,1200.93
15783,10.0,508.67,37206.37,16.0,698.25,8836.970000000001
15784,2.0,65.25,22090.36,16.0,701.61,1745.61
15785,9.0,54.93,46832.34,9.0,706.51,1200.88
15786,12.0,74.4,44197.19,12.0,644.94,1537.7400000000002
15787,15.0,216.89,40716.55,8.0,652.13,2387.25
15788,5.0,83.48,14572.6,16.0,619.79,1955.47
15789,13.0,230.55,24578.96,29.0,675.82,7361.77
15790,14.0,34.95,82717.62,2.0,506.0397151,575.9397151000001
15791,2.0,858.2,25650.45,5.141021203,698.25,5110.2743964146
15792,12.0,31.63,10043.53,20.0,645.94,1278.54
15793,13.0,93.13,27366.01,27.0,263.6546419,2778.1646419
15794,11.0,121.25,45583.71,6.0,757.11,1484.61
15795,3.0,49.74,11865.64,22.0,786.63,1880.91
15796,2.0,182.04,30119.04,20.0,534.02,4174.82
15797,2.0,81.62,49066.4,10.0,743.62,1559.8200000000002
15798,19.0,1108.945611,42440.94,18.0,632.28,20593.300998
15799,21.0,103.22,12006.43,18.0,515.18,2373.14
15800,14.0,134.41,20508.92,16.0,601.33,2751.89
15801,15.0,197.79,10778.26,25.0,682.5,5627.25
15802,11.0,126.05,7768.7,6.0,729.66,1485.96
15803,16.0,56.7,29717.62,8.0,1187.669622,1641.2696219999998
15804,4.0,66.35,28261.25,16.0,697.79,1759.39
15805,22.0,38.78,65764.66,4.0,1114.304579,1269.424579
15806,13.0,174.18,24474.98,16.0,519.58,3306.46
15807,2.0,490.45,35861.63,10.0,606.14,5510.64
15808,13.0,396.4,1373.37,18.0,701.25,7836.45
15809,8.0,412.33,18187.36,22.0,649.39,9720.65
15810,12.0,31.7,20524.15,18.0,607.94,1178.54
15811,19.0,164.77,4066.4,9.0,1251.221278,2734.1512780000003
15812,15.0,49.16,8740.15,13.0,619.02,1258.1
15813,4.0,90.79,39261.21,19.0,775.73,2500.74
15814,21.0,176.19,18022.24,18.0,640.3,3811.72
