customer_id,age,gender,region_category,membership_category,membership_grouped
20734,21,F,City,Platinum Membership,Paid
20735,13,F,Town,Premium Membership,Paid
20736,12,M,City,Gold Membership,Paid
20737,60,M,City,Gold Membership,Paid
20738,21,F,Town,No Membership,No Membership
20739,63,M,Town,Platinum Membership,Paid
20740,31,M,Village,Basic Membership,Basic
20741,30,M,City,Basic Membership,Basic
20742,64,F,City,Premium Membership,Paid
20743,14,F,City,Premium Membership,Paid
20744,54,F,Town,Platinum Membership,Paid
20745,15,F,Town,No Membership,No Membership
20746,37,M,Town,Silver Membership,Paid
20747,24,M,City,Premium Membership,Paid
20748,25,M,City,Premium Membership,Paid
20749,32,M,Town,Premium Membership,Paid
20750,22,M,Town,Premium Membership,Paid
20751,30,M,Village,No Membership,No Membership
20752,64,F,Town,Silver Membership,Paid
20753,46,F,Town,Platinum Membership,Paid
20754,60,F,City,Silver Membership,Paid
20755,47,F,Town,Basic Membership,Basic
20756,45,F,Village,Premium Membership,Paid
20757,62,M,Town,Basic Membership,Basic
20758,48,M,Village,Gold Membership,Paid
20759,27,M,Town,Premium Membership,Paid
20760,23,M,City,Platinum Membership,Paid
20761,49,F,City,No Membership,No Membership
20762,33,F,City,Premium Membership,Paid
20763,18,M,City,Silver Membership,Paid
20764,23,M,City,Silver Membership,Paid
20765,64,M,Town,Premium Membership,Paid
20766,35,M,Town,Platinum Membership,Paid
20767,61,M,Village,Silver Membership,Paid
20768,50,M,Town,Platinum Membership,Paid
20769,42,F,Town,No Membership,No Membership
20770,56,M,City,Basic Membership,Basic
20771,47,M,City,Premium Membership,Paid
20772,29,M,Village,Premium Membership,Paid
20773,32,M,Village,Premium Membership,Paid
20774,31,F,City,Gold Membership,Paid
20775,43,F,Village,Silver Membership,Paid
20776,53,M,Town,Basic Membership,Basic
20777,58,F,City,Basic Membership,Basic
20778,56,F,Town,Silver Membership,Paid
20779,23,F,City,Platinum Membership,Paid
20780,30,F,City,Basic Membership,Basic
20781,62,M,Town,Basic Membership,Basic
20782,13,M,City,Platinum Membership,Paid
20783,33,F,City,Basic Membership,Basic
20784,34,F,City,Gold Membership,Paid
20785,42,M,City,Premium Membership,Paid
20786,20,F,Town,Silver Membership,Paid
20787,47,F,Village,Gold Membership,Paid
20788,18,F,Town,Basic Membership,Basic
20789,44,F,City,No Membership,No Membership
20790,57,M,City,Gold Membership,Paid
20791,16,M,Town,Premium Membership,Paid
20792,49,M,Town,Basic Membership,Basic
20793,36,F,Town,Gold Membership,Paid
20794,56,M,Town,Silver Membership,Paid
20795,15,F,Town,Gold Membership,Paid
20796,43,M,Town,Basic Membership,Basic
20797,10,M,Town,Platinum Membership,Paid
20798,63,M,Town,Premium Membership,Paid
20799,35,F,City,Premium Membership,Paid
20800,23,M,City,Silver Membership,Paid
20801,18,F,Town,Premium Membership,Paid
20802,18,F,Town,Gold Membership,Paid
20803,33,M,City,Silver Membership,Paid
20804,62,M,City,No Membership,No Membership
20805,29,M,Town,Basic Membership,Basic
20806,29,F,Town,Silver Membership,Paid
20807,36,M,City,Platinum Membership,Paid
20808,50,M,Village,Premium Membership,Paid
20809,57,F,City,Silver Membership,Paid
20810,11,F,Town,Gold Membership,Paid
20811,37,M,Town,Basic Membership,Basic
20812,14,M,Town,Silver Membership,Paid
20813,28,F,City,Gold Membership,Paid
20814,52,F,City,Basic Membership,Basic
20815,11,F,City,Premium Membership,Paid
20816,62,M,Town,Premium Membership,Paid
20817,15,F,Town,No Membership,No Membership
20818,26,M,City,Basic Membership,Basic
20819,34,F,Town,No Membership,No Membership
20820,37,M,Village,Basic Membership,Basic
20821,20,M,Town,Basic Membership,Basic
20822,13,M,City,Silver Membership,Paid
20823,12,M,Village,Basic Membership,Basic
20824,63,F,City,Basic Membership,Basic
20825,31,F,Village,No Membership,No Membership
20826,10,F,Town,No Membership,No Membership
20827,16,F,Town,Platinum Membership,Paid
20828,20,F,City,Basic Membership,Basic
20829,51,M,Town,No Membership,No Membership
20830,47,F,City,Silver Membership,Paid
20831,20,F,Village,Basic Membership,Basic
20832,29,F,Town,No Membership,No Membership
20833,60,M,City,Premium Membership,Paid
20834,37,F,Village,Premium Membership,Paid
20835,51,M,Town,No Membership,No Membership
20836,23,M,Town,No Membership,No Membership
20837,40,F,City,No Membership,No Membership
20838,51,F,City,Gold Membership,Paid
20839,55,F,Town,Basic Membership,Basic
20840,53,M,Village,Platinum Membership,Paid
20841,42,M,Village,Gold Membership,Paid
20842,21,F,Town,Basic Membership,Basic
20843,38,F,Town,Gold Membership,Paid
20844,50,M,Town,Basic Membership,Basic
20845,62,F,City,Silver Membership,Paid
20846,10,M,City,Silver Membership,Paid
20847,40,F,Town,Silver Membership,Paid
20848,39,M,Town,Gold Membership,Paid
20849,47,F,Town,Gold Membership,Paid
20850,20,M,Town,Basic Membership,Basic
20851,58,M,Town,Silver Membership,Paid
20852,61,M,Town,Gold Membership,Paid
20853,41,F,Village,No Membership,No Membership
20854,16,M,Town,Silver Membership,Paid
20855,55,M,Town,Platinum Membership,Paid
20856,16,M,Town,Basic Membership,Basic
20857,60,M,City,Silver Membership,Paid
20858,52,F,Town,No Membership,No Membership
20859,41,F,Town,No Membership,No Membership
20860,34,F,Village,Basic Membership,Basic
20861,11,M,City,Premium Membership,Paid
20862,39,F,City,Gold Membership,Paid
20863,59,F,Town,Platinum Membership,Paid
20864,40,M,City,Basic Membership,Basic
20865,47,M,City,Platinum Membership,Paid
20866,62,F,Village,No Membership,No Membership
20867,34,F,Town,No Membership,No Membership
20868,23,M,City,Gold Membership,Paid
20869,25,M,Town,Silver Membership,Paid
20870,58,M,Town,Platinum Membership,Paid
20871,42,M,City,Gold Membership,Paid
20872,60,M,Village,No Membership,No Membership
20873,38,F,Town,Basic Membership,Basic
20874,34,M,City,Gold Membership,Paid
20875,45,F,Town,No Membership,No Membership
20876,38,M,City,No Membership,No Membership
20877,49,M,City,No Membership,No Membership
20878,57,F,City,Basic Membership,Basic
20879,33,M,City,No Membership,No Membership
20880,36,F,City,Basic Membership,Basic
20881,23,M,Town,Premium Membership,Paid
20882,31,F,City,Basic Membership,Basic
20883,36,M,Town,Basic Membership,Basic
20884,57,F,Town,No Membership,No Membership
20885,46,M,City,Platinum Membership,Paid
20886,47,F,Town,Premium Membership,Paid
20887,42,M,Town,No Membership,No Membership
20888,62,F,City,Basic Membership,Basic
20889,33,M,Town,Silver Membership,Paid
20890,20,M,Village,Basic Membership,Basic
20891,36,F,Village,Platinum Membership,Paid
20892,48,F,Town,Silver Membership,Paid
20893,48,F,Town,Basic Membership,Basic
20894,52,M,Town,No Membership,No Membership
20895,52,M,Town,No Membership,No Membership
20896,27,F,Town,Gold Membership,Paid
20897,38,F,City,Premium Membership,Paid
20898,62,F,Town,Silver Membership,Paid
20899,12,F,City,Platinum Membership,Paid
20900,53,F,Town,Silver Membership,Paid
20901,59,F,City,Premium Membership,Paid
20902,59,M,Town,No Membership,No Membership
20903,46,M,Town,No Membership,No Membership
20904,21,M,City,Gold Membership,Paid
20905,57,M,Village,No Membership,No Membership
20906,34,F,City,No Membership,No Membership
20907,36,F,Town,Premium Membership,Paid
20908,54,M,Town,Basic Membership,Basic
20909,59,F,Town,Gold Membership,Paid
20910,52,M,City,Gold Membership,Paid
20911,26,M,Town,Gold Membership,Paid
20912,40,F,Village,Premium Membership,Paid
20913,30,F,Village,Platinum Membership,Paid
20914,40,F,Town,Premium Membership,Paid
20915,15,M,City,Silver Membership,Paid
20916,47,M,Town,Premium Membership,Paid
20917,61,F,Town,No Membership,No Membership
20918,28,F,Town,Platinum Membership,Paid
20919,15,M,Town,Gold Membership,Paid
20920,21,M,City,Premium Membership,Paid
20921,33,M,City,Premium Membership,Paid
20922,53,F,Town,Silver Membership,Paid
20923,62,M,Town,Silver Membership,Paid
20924,43,M,City,Platinum Membership,Paid
20925,17,F,Town,Basic Membership,Basic
20926,61,F,Town,Gold Membership,Paid
20927,52,M,Town,Silver Membership,Paid
20928,38,F,Village,Platinum Membership,Paid
20929,28,M,City,Silver Membership,Paid
20930,59,F,Town,Gold Membership,Paid
20931,52,M,Town,Platinum Membership,Paid
20932,16,M,Village,Silver Membership,Paid
20933,27,F,Village,No Membership,No Membership
20934,54,M,Town,Gold Membership,Paid
20935,38,M,City,No Membership,No Membership
20936,23,F,Town,Basic Membership,Basic
20937,30,M,Village,Basic Membership,Basic
20938,52,F,City,Platinum Membership,Paid
20939,57,M,City,Silver Membership,Paid
20940,50,F,Town,Silver Membership,Paid
20941,10,F,Town,Basic Membership,Basic
20942,54,F,Town,Premium Membership,Paid
20943,49,F,City,Premium Membership,Paid
20944,13,M,Town,No Membership,No Membership
20945,39,F,Town,Gold Membership,Paid
20946,38,M,Town,Basic Membership,Basic
20947,13,F,City,No Membership,No Membership
20948,27,F,Town,No Membership,No Membership
20949,23,F,Town,Basic Membership,Basic
20950,62,M,Town,No Membership,No Membership
20951,42,M,Village,No Membership,No Membership
20952,46,F,Town,Basic Membership,Basic
20953,25,M,City,Basic Membership,Basic
20954,62,F,Town,Basic Membership,Basic
20955,33,F,Village,Silver Membership,Paid
20956,19,F,Village,Gold Membership,Paid
20957,49,F,Town,Platinum Membership,Paid
20958,33,M,Town,Silver Membership,Paid
20959,34,M,City,Platinum Membership,Paid
20960,42,F,City,Basic Membership,Basic
20961,31,F,Village,Gold Membership,Paid
20962,59,M,Town,Silver Membership,Paid
20963,14,M,Town,Silver Membership,Paid
20964,19,M,City,Silver Membership,Paid
20965,44,M,City,Basic Membership,Basic
20966,57,F,Village,Silver Membership,Paid
20967,63,F,Town,Basic Membership,Basic
20968,40,F,Town,Silver Membership,Paid
20969,58,M,Village,Basic Membership,Basic
20970,16,M,City,Premium Membership,Paid
20971,62,M,City,Silver Membership,Paid
20972,12,M,Town,No Membership,No Membership
20973,24,M,Town,Basic Membership,Basic
20974,10,F,City,Basic Membership,Basic
20975,37,M,Town,No Membership,No Membership
20976,62,F,Town,Basic Membership,Basic
20977,27,M,Town,Gold Membership,Paid
20978,44,M,Town,Premium Membership,Paid
20979,42,M,Town,Silver Membership,Paid
20980,20,F,Town,Gold Membership,Paid
20981,17,F,City,Premium Membership,Paid
20982,57,M,Town,Gold Membership,Paid
20983,52,M,City,Premium Membership,Paid
20984,60,F,Town,Gold Membership,Paid
20985,49,F,City,Premium Membership,Paid
20986,58,M,City,Gold Membership,Paid
20987,32,F,City,No Membership,No Membership
20988,25,M,Town,Basic Membership,Basic
20989,11,F,City,Premium Membership,Paid
20990,25,F,Village,Platinum Membership,Paid
20991,26,M,City,Gold Membership,Paid
20992,34,F,Town,Basic Membership,Basic
20993,20,F,City,Premium Membership,Paid
20994,49,M,Town,No Membership,No Membership
20995,29,M,Village,Basic Membership,Basic
20996,54,M,Village,Basic Membership,Basic
20997,13,M,City,Gold Membership,Paid
20998,39,F,City,No Membership,No Membership
20999,17,F,Town,Gold Membership,Paid
21000,58,M,City,Basic Membership,Basic
21001,29,M,Town,Premium Membership,Paid
21002,13,F,Village,Silver Membership,Paid
21003,62,F,Town,Silver Membership,Paid
21004,14,M,Town,Basic Membership,Basic
21005,31,F,Town,Basic Membership,Basic
21006,13,F,Town,Gold Membership,Paid
21007,27,F,Town,No Membership,No Membership
21008,24,M,Town,Gold Membership,Paid
21009,11,F,Town,Basic Membership,Basic
21010,47,M,City,Gold Membership,Paid
21011,38,M,Town,No Membership,No Membership
21012,34,M,City,Premium Membership,Paid
21013,18,M,Town,Gold Membership,Paid
21014,41,M,City,Silver Membership,Paid
21015,16,M,Town,No Membership,No Membership
21016,29,F,Town,No Membership,No Membership
21017,60,F,Village,Basic Membership,Basic
21018,32,F,Town,No Membership,No Membership
21019,63,M,Town,Silver Membership,Paid
21020,36,F,Town,No Membership,No Membership
21021,49,F,City,No Membership,No Membership
21022,29,F,Town,No Membership,No Membership
21023,23,F,City,Premium Membership,Paid
21024,64,M,City,Platinum Membership,Paid
21025,43,M,City,No Membership,No Membership
21026,55,M,City,Basic Membership,Basic
21027,36,M,City,Platinum Membership,Paid
21028,18,F,City,Premium Membership,Paid
21029,47,M,Town,Gold Membership,Paid
21030,62,M,Town,Gold Membership,Paid
21031,62,M,City,Gold Membership,Paid
21032,56,F,City,Silver Membership,Paid
21033,20,M,City,Silver Membership,Paid
21034,62,F,Town,No Membership,No Membership
21035,28,M,City,Basic Membership,Basic
21036,51,M,Village,No Membership,No Membership
21037,30,M,City,No Membership,No Membership
21038,16,F,Village,Gold Membership,Paid
21039,14,F,Town,Gold Membership,Paid
21040,44,M,Town,Gold Membership,Paid
21041,36,F,City,No Membership,No Membership
21042,45,F,Town,Basic Membership,Basic
21043,42,M,City,No Membership,No Membership
21044,31,F,Town,Basic Membership,Basic
21045,42,F,City,No Membership,No Membership
21046,30,M,City,No Membership,No Membership
21047,43,M,City,Premium Membership,Paid
21048,38,F,Town,Gold Membership,Paid
21049,63,F,Town,Silver Membership,Paid
21050,22,F,Town,Platinum Membership,Paid
21051,38,M,Town,Platinum Membership,Paid
21052,27,F,Town,Platinum Membership,Paid
21053,17,F,City,Silver Membership,Paid
21054,43,F,Town,Gold Membership,Paid
21055,38,F,City,Gold Membership,Paid
21056,22,M,City,Premium Membership,Paid
21057,30,F,Town,Basic Membership,Basic
21058,48,F,City,No Membership,No Membership
21059,48,M,Village,Platinum Membership,Paid
21060,38,F,Village,Gold Membership,Paid
21061,47,M,City,Silver Membership,Paid
21062,43,F,Town,No Membership,No Membership
21063,26,M,City,No Membership,No Membership
21064,17,F,Town,No Membership,No Membership
21065,32,M,Town,Premium Membership,Paid
21066,48,F,Town,Gold Membership,Paid
21067,36,F,Town,Basic Membership,Basic
21068,51,M,City,Silver Membership,Paid
21069,16,F,Town,Premium Membership,Paid
21070,48,M,Village,No Membership,No Membership
21071,44,F,City,Platinum Membership,Paid
21072,16,M,Town,Gold Membership,Paid
21073,16,F,Town,Basic Membership,Basic
21074,20,M,Town,No Membership,No Membership
21075,42,F,City,Platinum Membership,Paid
21076,59,M,Town,Basic Membership,Basic
21077,41,M,Town,No Membership,No Membership
21078,56,F,Town,No Membership,No Membership
21079,21,F,Town,Platinum Membership,Paid
21080,11,M,Town,Silver Membership,Paid
21081,61,M,City,Basic Membership,Basic
21082,37,M,Village,Premium Membership,Paid
21083,28,M,Town,Basic Membership,Basic
21084,49,F,City,Platinum Membership,Paid
21085,54,M,City,Basic Membership,Basic
21086,58,M,City,Premium Membership,Paid
21087,55,M,City,Gold Membership,Paid
21088,37,F,Town,Silver Membership,Paid
21089,30,F,Village,Basic Membership,Basic
21090,58,F,Town,No Membership,No Membership
21091,10,M,Town,Basic Membership,Basic
21092,10,M,City,Basic Membership,Basic
21093,36,M,Town,Gold Membership,Paid
21094,11,F,City,Gold Membership,Paid
21095,10,F,Town,Basic Membership,Basic
21096,47,F,City,Basic Membership,Basic
21097,20,F,Town,Premium Membership,Paid
21098,63,F,City,Silver Membership,Paid
21099,40,M,Town,Platinum Membership,Paid
21100,10,M,City,Gold Membership,Paid
21101,58,M,Village,Gold Membership,Paid
21102,52,M,Town,Premium Membership,Paid
21103,51,F,City,Silver Membership,Paid
21104,16,F,City,Basic Membership,Basic
21105,42,M,Town,Silver Membership,Paid
21106,31,F,City,Basic Membership,Basic
21107,36,M,Town,Basic Membership,Basic
21108,30,F,City,Premium Membership,Paid
21109,42,M,Town,No Membership,No Membership
21110,57,M,Town,Basic Membership,Basic
21111,59,M,Town,Silver Membership,Paid
21112,18,F,Town,Silver Membership,Paid
21113,36,F,Town,Silver Membership,Paid
21114,49,M,City,Silver Membership,Paid
21115,15,F,Town,Platinum Membership,Paid
21116,26,M,Village,No Membership,No Membership
21117,20,M,Village,Basic Membership,Basic
21118,49,F,City,Basic Membership,Basic
21119,56,F,Town,Gold Membership,Paid
21120,20,F,City,Gold Membership,Paid
21121,35,M,Town,No Membership,No Membership
21122,18,F,City,Gold Membership,Paid
21123,47,M,Town,Premium Membership,Paid
21124,57,M,Village,Basic Membership,Basic
21125,39,M,Town,Silver Membership,Paid
21126,26,F,City,No Membership,No Membership
21127,25,M,City,Silver Membership,Paid
21128,44,M,City,Gold Membership,Paid
21129,37,M,Town,No Membership,No Membership
21130,21,F,Village,Platinum Membership,Paid
21131,27,M,City,Platinum Membership,Paid
21132,11,M,Village,Platinum Membership,Paid
21133,13,F,Town,Premium Membership,Paid
21134,18,F,Village,Premium Membership,Paid
21135,32,F,Town,Basic Membership,Basic
21136,35,F,City,Gold Membership,Paid
21137,36,F,Town,Platinum Membership,Paid
21138,59,F,Village,Gold Membership,Paid
21139,20,M,City,Silver Membership,Paid
21140,42,M,Town,Gold Membership,Paid
21141,22,M,City,Gold Membership,Paid
21142,13,M,City,No Membership,No Membership
21143,30,M,Village,No Membership,No Membership
21144,13,F,City,Silver Membership,Paid
21145,46,F,Town,Basic Membership,Basic
21146,58,F,City,No Membership,No Membership
21147,41,M,Town,Premium Membership,Paid
21148,23,M,Village,Platinum Membership,Paid
21149,45,F,City,Platinum Membership,Paid
21150,29,M,Village,Gold Membership,Paid
21151,14,M,Town,Premium Membership,Paid
21152,12,F,Town,Basic Membership,Basic
21153,39,F,Town,No Membership,No Membership
21154,39,F,Town,Basic Membership,Basic
21155,26,F,Town,No Membership,No Membership
21156,16,F,Town,Silver Membership,Paid
21157,37,M,City,Gold Membership,Paid
21158,26,F,Town,Platinum Membership,Paid
21159,61,M,Town,Platinum Membership,Paid
21160,11,F,City,Premium Membership,Paid
21161,29,F,Village,No Membership,No Membership
21162,42,M,City,Premium Membership,Paid
21163,56,M,City,Basic Membership,Basic
21164,61,M,Town,No Membership,No Membership
21165,21,M,Village,Basic Membership,Basic
21166,13,F,City,Basic Membership,Basic
21167,46,M,Town,Premium Membership,Paid
21168,42,F,City,Silver Membership,Paid
21169,29,M,Town,No Membership,No Membership
21170,31,F,Town,Premium Membership,Paid
21171,29,M,Town,Platinum Membership,Paid
21172,58,F,City,No Membership,No Membership
21173,57,F,Town,Gold Membership,Paid
21174,45,M,City,Basic Membership,Basic
21175,14,F,City,Gold Membership,Paid
21176,19,M,City,Basic Membership,Basic
21177,41,F,Town,Basic Membership,Basic
21178,14,F,Town,Gold Membership,Paid
21179,48,F,Town,Silver Membership,Paid
21180,59,M,Town,Platinum Membership,Paid
21181,11,M,City,No Membership,No Membership
21182,13,M,Town,Platinum Membership,Paid
21183,20,M,Town,Silver Membership,Paid
21184,24,M,City,Basic Membership,Basic
21185,44,M,Town,Platinum Membership,Paid
21186,16,M,Village,Silver Membership,Paid
21187,18,M,Town,Premium Membership,Paid
21188,20,M,City,Platinum Membership,Paid
21189,62,M,Town,No Membership,No Membership
21190,26,M,Village,No Membership,No Membership
21191,60,F,City,Gold Membership,Paid
21192,51,M,Town,No Membership,No Membership
21193,32,M,Town,Basic Membership,Basic
21194,44,F,City,Premium Membership,Paid
21195,41,F,Village,Silver Membership,Paid
21196,21,F,Village,No Membership,No Membership
21197,63,F,City,No Membership,No Membership
21198,33,M,Town,No Membership,No Membership
21199,55,M,Town,Platinum Membership,Paid
21200,36,M,Town,No Membership,No Membership
21201,64,M,Town,Platinum Membership,Paid
21202,22,M,Village,Silver Membership,Paid
21203,26,M,City,Premium Membership,Paid
21204,14,M,Town,Gold Membership,Paid
21205,20,M,City,Silver Membership,Paid
21206,33,F,Town,No Membership,No Membership
21207,62,F,City,Gold Membership,Paid
21208,35,F,Town,Premium Membership,Paid
21209,25,F,Town,Silver Membership,Paid
21210,51,F,Town,No Membership,No Membership
21211,53,M,Town,Gold Membership,Paid
21212,35,F,City,Premium Membership,Paid
21213,47,F,Town,Gold Membership,Paid
21214,35,M,Village,Basic Membership,Basic
21215,13,M,City,Silver Membership,Paid
21216,56,F,City,Platinum Membership,Paid
21217,29,M,Town,Gold Membership,Paid
21218,55,M,Town,Gold Membership,Paid
21219,44,F,Town,Platinum Membership,Paid
21220,51,M,Town,Silver Membership,Paid
21221,61,M,Town,Premium Membership,Paid
21222,31,F,Town,Gold Membership,Paid
21223,28,M,Town,No Membership,No Membership
21224,20,F,City,Basic Membership,Basic
21225,60,M,Town,Platinum Membership,Paid
21226,25,F,Town,Basic Membership,Basic
21227,26,M,Town,Gold Membership,Paid
21228,29,F,City,Basic Membership,Basic
21229,33,F,Village,No Membership,No Membership
21230,49,M,City,No Membership,No Membership
21231,13,M,Town,No Membership,No Membership
21232,60,M,Village,Basic Membership,Basic
21233,23,M,City,Platinum Membership,Paid
21234,29,F,Town,Basic Membership,Basic
21235,61,M,Town,Gold Membership,Paid
21236,14,F,Village,Gold Membership,Paid
21237,20,M,City,Silver Membership,Paid
21238,63,M,Town,Basic Membership,Basic
21239,61,F,Town,No Membership,No Membership
21240,30,M,Town,Platinum Membership,Paid
21241,37,M,Town,No Membership,No Membership
21242,41,F,City,No Membership,No Membership
21243,27,F,City,No Membership,No Membership
21244,60,M,Town,Premium Membership,Paid
21245,58,F,Town,Silver Membership,Paid
21246,54,F,Town,Gold Membership,Paid
21247,57,F,Town,Silver Membership,Paid
21248,49,F,Village,Silver Membership,Paid
21249,57,M,Town,No Membership,No Membership
21250,64,F,Village,Gold Membership,Paid
21251,37,M,Town,No Membership,No Membership
21252,14,M,City,No Membership,No Membership
21253,21,F,Village,Gold Membership,Paid
21254,51,M,Town,Silver Membership,Paid
21255,49,M,Town,Gold Membership,Paid
21256,50,F,City,No Membership,No Membership
21257,55,M,Town,No Membership,No Membership
21258,15,F,Town,Basic Membership,Basic
21259,41,M,City,Basic Membership,Basic
21260,31,M,City,Premium Membership,Paid
21261,19,M,Town,Silver Membership,Paid
21262,19,F,Town,Gold Membership,Paid
21263,17,M,Town,Platinum Membership,Paid
21264,62,F,Village,No Membership,No Membership
21265,42,F,Town,Basic Membership,Basic
21266,26,F,Town,Basic Membership,Basic
21267,14,F,City,Gold Membership,Paid
21268,36,M,City,Gold Membership,Paid
21269,46,M,Town,Silver Membership,Paid
21270,34,F,City,Gold Membership,Paid
21271,33,M,City,Gold Membership,Paid
21272,16,F,Town,Basic Membership,Basic
21273,42,M,Town,Basic Membership,Basic
21274,63,F,Town,No Membership,No Membership
21275,53,F,Village,Basic Membership,Basic
21276,63,M,City,Gold Membership,Paid
21277,17,M,Village,Silver Membership,Paid
21278,40,F,Town,Platinum Membership,Paid
21279,16,M,City,Basic Membership,Basic
21280,36,F,City,Premium Membership,Paid
21281,45,F,City,Gold Membership,Paid
21282,58,M,Town,Basic Membership,Basic
21283,42,M,City,Gold Membership,Paid
21284,30,F,Village,Platinum Membership,Paid
21285,27,M,City,No Membership,No Membership
21286,32,M,City,Premium Membership,Paid
21287,62,M,Village,Silver Membership,Paid
21288,36,M,City,Basic Membership,Basic
21289,60,F,Town,No Membership,No Membership
21290,63,M,Town,Silver Membership,Paid
21291,51,M,City,Basic Membership,Basic
21292,57,F,Town,Gold Membership,Paid
21293,40,M,Village,Platinum Membership,Paid
21294,41,F,Village,Basic Membership,Basic
21295,62,F,Town,No Membership,No Membership
21296,37,F,City,Premium Membership,Paid
21297,50,M,City,Basic Membership,Basic
21298,27,F,City,Platinum Membership,Paid
21299,38,M,Town,Gold Membership,Paid
21300,16,F,City,Basic Membership,Basic
21301,35,F,Village,No Membership,No Membership
21302,61,M,Village,Premium Membership,Paid
21303,17,M,City,Gold Membership,Paid
21304,34,M,Town,No Membership,No Membership
21305,34,M,Town,Silver Membership,Paid
21306,36,M,Town,Basic Membership,Basic
21307,50,M,Town,No Membership,No Membership
21308,15,F,Town,Premium Membership,Paid
21309,16,F,City,Platinum Membership,Paid
21310,56,M,Town,No Membership,No Membership
21311,50,M,Town,Gold Membership,Paid
21312,48,M,City,Premium Membership,Paid
21313,62,F,City,Gold Membership,Paid
21314,48,F,Village,Gold Membership,Paid
21315,34,F,Town,Platinum Membership,Paid
21316,50,F,City,Basic Membership,Basic
21317,19,F,City,Silver Membership,Paid
21318,27,M,Town,Basic Membership,Basic
21319,27,M,Town,Basic Membership,Basic
21320,49,M,Town,No Membership,No Membership
21321,19,F,Town,No Membership,No Membership
21322,30,F,Town,Platinum Membership,Paid
21323,33,M,City,No Membership,No Membership
21324,37,M,City,No Membership,No Membership
21325,58,F,City,Gold Membership,Paid
21326,48,M,Town,No Membership,No Membership
21327,17,M,City,Silver Membership,Paid
21328,13,M,Town,Silver Membership,Paid
21329,13,F,City,Basic Membership,Basic
21330,13,F,City,Basic Membership,Basic
21331,63,F,Village,Basic Membership,Basic
21332,27,F,City,Gold Membership,Paid
21333,49,F,Town,Gold Membership,Paid
21334,31,F,Town,Gold Membership,Paid
21335,34,F,City,Basic Membership,Basic
21336,29,M,City,Silver Membership,Paid
21337,29,F,City,Premium Membership,Paid
21338,31,M,City,Platinum Membership,Paid
21339,33,M,Town,Silver Membership,Paid
21340,45,F,City,Premium Membership,Paid
21341,59,M,Town,Platinum Membership,Paid
21342,23,F,City,Basic Membership,Basic
21343,49,M,Village,Basic Membership,Basic
21344,55,F,City,Silver Membership,Paid
21345,59,M,Town,No Membership,No Membership
21346,16,M,Town,Basic Membership,Basic
21347,30,M,City,Gold Membership,Paid
21348,30,M,Town,Platinum Membership,Paid
21349,39,F,Village,No Membership,No Membership
21350,23,F,Town,No Membership,No Membership
21351,45,M,City,Basic Membership,Basic
21352,20,F,Town,No Membership,No Membership
21353,43,M,Town,No Membership,No Membership
21354,31,M,City,Silver Membership,Paid
21355,12,M,Town,Platinum Membership,Paid
21356,25,M,Town,No Membership,No Membership
21357,59,F,City,Premium Membership,Paid
21358,14,F,City,Basic Membership,Basic
21359,36,M,Town,Gold Membership,Paid
21360,38,M,City,Basic Membership,Basic
21361,43,F,Village,Basic Membership,Basic
21362,31,F,City,Gold Membership,Paid
21363,53,M,City,Platinum Membership,Paid
21364,51,M,Village,Platinum Membership,Paid
21365,15,F,City,No Membership,No Membership
21366,30,M,Town,Premium Membership,Paid
21367,34,F,Town,Silver Membership,Paid
21368,49,M,City,No Membership,No Membership
21369,63,M,City,Gold Membership,Paid
21370,41,F,Town,No Membership,No Membership
21371,16,F,City,Basic Membership,Basic
21372,21,M,City,Basic Membership,Basic
21373,10,F,Town,Premium Membership,Paid
21374,33,M,City,Gold Membership,Paid
21375,26,F,Village,No Membership,No Membership
21376,38,F,City,No Membership,No Membership
21377,29,M,Town,Basic Membership,Basic
21378,57,M,City,No Membership,No Membership
21379,35,M,City,Platinum Membership,Paid
21380,24,F,Town,No Membership,No Membership
21381,61,M,City,Platinum Membership,Paid
21382,56,M,Town,Platinum Membership,Paid
21383,52,F,City,Platinum Membership,Paid
21384,64,M,Town,Basic Membership,Basic
21385,27,F,City,Platinum Membership,Paid
21386,29,F,Town,Silver Membership,Paid
21387,59,M,Village,Silver Membership,Paid
21388,51,M,City,No Membership,No Membership
21389,20,M,City,Silver Membership,Paid
21390,55,M,City,Platinum Membership,Paid
21391,52,M,Village,No Membership,No Membership
21392,64,M,Town,Basic Membership,Basic
21393,34,F,City,Basic Membership,Basic
21394,33,F,Town,Gold Membership,Paid
21395,29,M,Town,Silver Membership,Paid
21396,11,F,Town,Basic Membership,Basic
21397,42,M,Village,Premium Membership,Paid
21398,48,M,Town,Silver Membership,Paid
21399,38,F,Town,No Membership,No Membership
21400,28,M,Town,Gold Membership,Paid
21401,10,M,Town,Silver Membership,Paid
21402,28,F,Village,Premium Membership,Paid
21403,22,F,Town,Basic Membership,Basic
21404,36,F,City,Platinum Membership,Paid
21405,31,M,City,Silver Membership,Paid
21406,40,F,City,Basic Membership,Basic
21407,16,M,City,Platinum Membership,Paid
21408,64,M,Town,Platinum Membership,Paid
21409,55,M,Town,No Membership,No Membership
21410,53,F,Town,Platinum Membership,Paid
21411,25,F,Town,Platinum Membership,Paid
21412,28,M,Town,Silver Membership,Paid
21413,29,F,Village,No Membership,No Membership
