customer_id,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference
13716,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
13717,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
13718,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
13719,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13720,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
13721,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,Yes
13722,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13723,No,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
13724,Yes,Without Offers,Both,Wi-Fi,Yes,Yes
13725,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes
13726,No,Without Offers,Desktop,Wi-Fi,Yes,No
13727,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13728,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13729,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
13730,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
13731,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13732,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13733,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13734,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13735,No,Without Offers,Smartphone,Wi-Fi,Yes,No
13736,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13737,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13738,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13739,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
13740,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13741,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13742,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
13743,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13744,No,Without Offers,Desktop,Fiber_Optic,No,Yes
13745,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13746,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
13747,No,Without Offers,Desktop,Fiber_Optic,Yes,No
13748,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13749,No,Without Offers,Smartphone,Mobile_Data,No,Yes
13750,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,Yes
13751,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13752,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13753,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13754,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13755,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
13756,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13757,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13758,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13759,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13760,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13761,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13762,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13763,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
13764,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13765,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13766,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13767,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
13768,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13769,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13770,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13771,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13772,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13773,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
13774,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
13775,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13776,No,Without Offers,Desktop,Fiber_Optic,No,Yes
13777,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13778,Yes,Without Offers,Both,Fiber_Optic,Yes,No
13779,No,Without Offers,Desktop,Wi-Fi,No,Yes
13780,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
13781,No,Without Offers,Smartphone,Wi-Fi,Yes,No
13782,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13783,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
13784,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
13785,No,Without Offers,Desktop,Mobile_Data,No,Yes
13786,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13787,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13788,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
13789,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13790,Yes,Credit/Debit Card Offers,Both,Wi-Fi,Yes,No
13791,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13792,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13793,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13794,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
13795,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
13796,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13797,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13798,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes
13799,No,Without Offers,Desktop,Mobile_Data,Yes,No
13800,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13801,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13802,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
13803,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13804,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
13805,No,Without Offers,Smartphone,Wi-Fi,Yes,No
13806,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13807,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
13808,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
13809,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13810,No,Without Offers,Desktop,Fiber_Optic,No,Yes
13811,No,Without Offers,Desktop,Mobile_Data,Yes,No
13812,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
13813,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13814,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13815,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
13816,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
13817,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13818,No,Without Offers,Smartphone,Mobile_Data,Yes,No
13819,No,Without Offers,Desktop,Wi-Fi,Yes,No
13820,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
13821,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes
13822,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
13823,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
13824,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13825,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
13826,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
13827,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13828,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13829,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13830,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
13831,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13832,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13833,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13834,Yes,Without Offers,Both,Mobile_Data,Yes,No
13835,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
13836,No,Without Offers,Desktop,Wi-Fi,Yes,No
13837,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
13838,Yes,Without Offers,Both,Mobile_Data,Yes,Yes
13839,Yes,Without Offers,Both,Mobile_Data,Yes,No
13840,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
13841,Yes,Without Offers,Both,Fiber_Optic,No,Yes
13842,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
13843,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
13844,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13845,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13846,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13847,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13848,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13849,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13850,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13851,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13852,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13853,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13854,No,Without Offers,Desktop,Mobile_Data,No,Yes
13855,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
13856,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13857,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
13858,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
13859,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13860,No,Without Offers,Smartphone,Mobile_Data,No,Yes
13861,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,Yes,No
13862,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13863,No,Without Offers,Desktop,Wi-Fi,No,Yes
13864,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13865,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
13866,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13867,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13868,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
13869,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
13870,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
13871,No,Without Offers,Desktop,Wi-Fi,Yes,No
13872,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
13873,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
13874,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13875,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
13876,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13877,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
13878,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13879,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No
13880,No,Without Offers,Desktop,Fiber_Optic,Yes,Yes
13881,Yes,Without Offers,Desktop,Wi-Fi,Yes,No
13882,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
13883,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
13884,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
13885,No,Without Offers,Desktop,Mobile_Data,Yes,No
13886,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
13887,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13888,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13889,Yes,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes
13890,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
13891,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13892,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13893,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
13894,No,Without Offers,Both,Fiber_Optic,Yes,No
13895,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13896,Yes,Without Offers,Both,Wi-Fi,No,Yes
13897,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13898,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13899,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13900,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
13901,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13902,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13903,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,Yes
13904,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13905,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
13906,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
13907,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13908,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
13909,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13910,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13911,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13912,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13913,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13914,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13915,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13916,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13917,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13918,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
13919,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
13920,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13921,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13922,No,Without Offers,Desktop,Mobile_Data,Yes,No
13923,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13924,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13925,No,Without Offers,Desktop,Fiber_Optic,No,Yes
13926,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13927,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13928,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13929,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
13930,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13931,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
13932,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13933,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
13934,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13935,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13936,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13937,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13938,Yes,Credit/Debit Card Offers,Both,Wi-Fi,No,Yes
13939,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13940,No,Without Offers,Both,Fiber_Optic,Yes,Yes
13941,Yes,Without Offers,Smartphone,Wi-Fi,Yes,No
13942,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13943,No,Gift Vouchers/Coupons,Both,Wi-Fi,No,Yes
13944,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes
13945,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13946,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13947,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
13948,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
13949,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
13950,No,Without Offers,Desktop,Mobile_Data,Yes,No
13951,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
13952,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13953,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes
13954,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
13955,No,Without Offers,Smartphone,Mobile_Data,No,Yes
13956,Yes,Without Offers,Desktop,Wi-Fi,No,Yes
13957,No,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
13958,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes
13959,No,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No
13960,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
13961,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13962,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
13963,Yes,Without Offers,Desktop,Fiber_Optic,Yes,Yes
13964,Yes,Without Offers,Desktop,Mobile_Data,Yes,Yes
13965,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
13966,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13967,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13968,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13969,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
13970,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes
13971,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13972,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
13973,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13974,No,Without Offers,Smartphone,Fiber_Optic,Yes,No
13975,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
13976,No,Without Offers,Desktop,Wi-Fi,Yes,No
13977,Yes,Without Offers,Both,Mobile_Data,Yes,No
13978,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13979,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13980,No,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No
13981,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
13982,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
13983,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No
13984,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
13985,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
13986,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
13987,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,Yes
13988,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
13989,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
13990,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
13991,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
13992,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
13993,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
13994,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
13995,Yes,Without Offers,Smartphone,Mobile_Data,Yes,No
13996,No,Without Offers,Smartphone,Mobile_Data,No,Yes
13997,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No
13998,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
13999,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
14000,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
14001,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
14002,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
14003,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
14004,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
14005,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
14006,No,Without Offers,Smartphone,Wi-Fi,No,Yes
14007,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14008,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
14009,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
14010,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
14011,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14012,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
14013,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
14014,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
14015,No,Without Offers,Desktop,Wi-Fi,No,Yes
14016,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
14017,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes
14018,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
14019,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
14020,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No
14021,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
14022,No,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes
14023,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14024,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes
14025,Yes,Without Offers,Smartphone,Fiber_Optic,No,Yes
14026,Yes,Without Offers,Smartphone,Mobile_Data,No,Yes
14027,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
14028,Yes,Credit/Debit Card Offers,Both,Mobile_Data,Yes,Yes
14029,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
14030,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
14031,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
14032,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes
14033,No,Without Offers,Smartphone,Fiber_Optic,No,Yes
14034,No,Without Offers,Desktop,Wi-Fi,No,Yes
14035,No,Without Offers,Desktop,Mobile_Data,No,Yes
14036,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
14037,Yes,Without Offers,Both,Fiber_Optic,Yes,Yes
14038,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
14039,No,Without Offers,Desktop,Mobile_Data,No,Yes
14040,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes
14041,No,Gift Vouchers/Coupons,Both,Mobile_Data,No,Yes
14042,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,No
14043,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No
14044,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
14045,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
14046,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14047,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
14048,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes
14049,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No
14050,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,No,Yes
14051,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes
14052,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
14053,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
14054,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
14055,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes
14056,No,Without Offers,Desktop,Wi-Fi,Yes,No
14057,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
14058,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
14059,Yes,Without Offers,Desktop,Fiber_Optic,Yes,No
14060,No,Without Offers,Desktop,Mobile_Data,Yes,No
14061,Yes,Without Offers,Smartphone,Wi-Fi,No,Yes
14062,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No
14063,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
14064,No,Without Offers,Smartphone,Wi-Fi,Yes,No
14065,No,Without Offers,Smartphone,Wi-Fi,Yes,No
14066,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,Yes
14067,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No
14068,No,Credit/Debit Card Offers,Both,Fiber_Optic,No,Yes
14069,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,No,Yes
14070,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14071,Yes,Without Offers,Smartphone,Wi-Fi,Yes,Yes
14072,No,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes
14073,Yes,Without Offers,Smartphone,Fiber_Optic,Yes,No
14074,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No
14075,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
14076,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
14077,No,Without Offers,Desktop,Mobile_Data,No,Yes
14078,Yes,Without Offers,Desktop,Mobile_Data,No,Yes
14079,Yes,Without Offers,Desktop,Fiber_Optic,No,Yes
14080,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes
14081,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No
14082,No,Without Offers,Desktop,Fiber_Optic,Yes,No
14083,No,Without Offers,Desktop,Fiber_Optic,Yes,No
14084,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes
14085,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
14086,No,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No
14087,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
14088,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes
14089,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14090,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No
14091,Yes,Without Offers,Desktop,Mobile_Data,Yes,No
14092,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No
14093,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes
14094,No,Without Offers,Desktop,Mobile_Data,Yes,No
